,Open,High,Low,Close,Volume,prediction_close,batch_open,trade,ror,cr,mdd
2017-04-11,0.006448372061257961,0.005948526289464634,0.006819681501881105,0.006442695460354392,0.005476669557147209,0.004728658124804497,0.006448372061257961,0,1,1,0.0
2017-04-12,0.006594248600281658,0.00588354793547048,0.006972051031273003,0.006340554070611452,0.005470253952755306,0.004347300156950951,0.006594248600281658,0,1,1,0.0
2017-04-13,0.006492105068850281,0.00580844879947724,0.005949129340966667,0.00575256712613818,0.010890093178882272,0.0046541099436581135,0.006492105068850281,0,1,1,0.0
2017-04-14,0.005904105795537105,0.005420485489512157,0.0059643968288816875,0.005714076895692526,0.013563590969367025,0.006456523202359676,0.005904105795537105,1,0.9678141099727208,0.9678141099727208,3.218589002727923
2017-04-15,0.0058656147580329054,0.005413151589512817,0.006315549050927146,0.0057606545675547745,0.0027553399099642176,0.005831300746649504,0.0058656147580329054,0,1,0.9678141099727208,3.218589002727923
2017-04-16,0.005912193406530205,0.0052195366295302425,0.0060865367322018495,0.005593813646479064,0.004007010011689591,0.004404427949339151,0.005912193406530205,0,1,0.9678141099727208,3.218589002727923
2017-04-17,0.005745348987154026,0.005413151589512817,0.006254479099267069,0.005806932704549742,0.005451629788399365,0.005886198487132788,0.005745348987154026,1,1.0107188819223012,0.9781879951402553,2.181200485974466
2017-04-18,0.005958472513879612,0.005669838089489716,0.006482728043596618,0.006196927101750047,0.008593129796619496,0.004378673620522022,0.005958472513879612,0,1,0.9781879951402553,2.181200485974466
2017-04-19,0.006348475088435779,0.005669691411489727,0.006697236248802646,0.006217894542459742,0.009384390710048181,0.005087902769446373,0.006348475088435779,0,1,0.9781879951402553,2.181200485974466
2017-04-20,0.006369442968788261,0.00616678315344499,0.006875255157891778,0.006670341959488211,0.009451665203098958,0.005468830466270447,0.006369442968788261,0,1,0.9781879951402553,2.181200485974466
2017-04-21,0.006821899872680035,0.006290579385433847,0.007333127120463226,0.006811422881977721,0.00801367491619883,0.0023742185439914465,0.006821899872680035,0,1,0.9781879951402553,2.181200485974466
2017-04-22,0.006962983753337447,0.006214746859440673,0.0068346436400378244,0.006655514983557785,0.006558983608056592,0.005258946213871241,0.006962983753337447,0,1,0.9781879951402553,2.181200485974466
2017-04-23,0.006807072585859351,0.006241735611438244,0.007207475694922612,0.006787160557727934,0.004169139897249127,0.0029208287596702576,0.006807072585859351,0,1,0.9781879951402553,2.181200485974466
2017-04-24,0.00693872092035815,0.006315221289431629,0.007369005717063523,0.006960741013317472,0.00490421179464116,0.004900085274130106,0.00693872092035815,0,1,0.9781879951402553,2.181200485974466
2017-04-25,0.007112305015561909,0.006696584089397309,0.007629621735772913,0.007191682395991387,0.008611860910158227,0.005635587498545647,0.007112305015561909,0,1,0.9781879951402553,2.181200485974466
2017-04-26,0.007343251240587104,0.007429974089331303,0.00784229784242914,0.007476090752475021,0.014550082579273163,0.003377009881660342,0.007343251240587104,0,1,0.9781879951402553,2.181200485974466
2017-04-27,0.007627665560511129,0.007606281045315433,0.008147647600729542,0.008128178158546502,0.011403654155902726,0.004848150070756674,0.007627665560511129,0,1,0.9781879951402553,2.181200485974466
2017-04-28,0.008279766639473322,0.007679620045308833,0.008361392431539818,0.008115747461554326,0.014090475393316836,0.004477517679333687,0.008279766639473322,0,1,0.9781879951402553,2.181200485974466
2017-04-29,0.00826733568183578,0.007617721929314406,0.008620939726095159,0.008150193971291683,0.006766609663028366,0.0054309736005961895,0.00826733568183578,0,1,0.9781879951402553,2.181200485974466
2017-04-30,0.008301782913843429,0.00781133688929698,0.008616054129962353,0.008407943724587277,0.006109504509710747,0.005661030299961567,0.008301782913843429,0,1,0.9781879951402553,2.181200485974466
2017-05-01,0.008559538071605012,0.008823415089205892,0.009005985771311962,0.009016748342336602,0.015435038344151032,0.0031731349881738424,0.008559538071605012,0,1,0.9781879951402553,2.181200485974466
2017-05-02,0.00916835545469672,0.009655519383131002,0.009720198855976593,0.009868775272318383,0.016619100066799397,0.0058327000588178635,0.00916835545469672,0,1,0.9781879951402553,2.181200485974466
2017-05-03,0.010020400249877225,0.010158771601085711,0.010377006186080751,0.010699535226723185,0.02115982819730538,0.005749576259404421,0.010020400249877225,0,1,0.9781879951402553,2.181200485974466
2017-05-04,0.010851177623557352,0.011727786166944499,0.01058952961785783,0.011208894268535108,0.03756495107667688,0.005278588272631168,0.010851177623557352,0,1,0.9781879951402553,2.181200485974466
2017-05-05,0.01136054734554872,0.011522290288962995,0.011353820062883728,0.01087446358921549,0.03140379673634706,0.006039794534444809,0.01136054734554872,0,1,0.9781879951402553,2.181200485974466
2017-05-06,0.01102610965392663,0.011081816255002637,0.011506494942033927,0.01152026076307406,0.015763273815188078,0.0065178778022527695,0.01102610965392663,0,1,0.9781879951402553,2.181200485974466
2017-05-07,0.011671920368783076,0.010876907089021079,0.011811844700334325,0.011460204022184152,0.015290894423768277,0.006846903823316097,0.011671920368783076,0,1,0.9781879951402553,2.181200485974466
2017-05-08,0.011611862368630613,0.01218190125490363,0.012254754524749055,0.012890932315753483,0.03962766041395988,0.0038168353494256735,0.011611862368630613,0,1,0.9781879951402553,2.181200485974466
2017-05-09,0.01304262066153962,0.013742995208763131,0.013201949474996892,0.01395038714132759,0.03718149383231532,0.0072470917366445065,0.01304262066153962,0,1,0.9781879951402553,2.181200485974466
2017-05-10,0.014102097701635747,0.0142389135267185,0.014208840302992456,0.0147336708192683,0.02550067906482901,0.005744319409132004,0.014102097701635747,0,1,0.9781879951402553,2.181200485974466
2017-05-11,0.014885397803374896,0.015673277688589407,0.015170844716517863,0.015570421471018732,0.034954786196891116,0.004419803619384766,0.014885397803374896,0,1,0.9781879951402553,2.181200485974466
2017-05-12,0.015722166000012878,0.014793209688668612,0.013720280689711819,0.013519506234743378,0.03865491960748761,0.008207691833376884,0.015722166000012878,0,1,0.9781879951402553,2.181200485974466
2017-05-13,0.01367120776039224,0.014115850684729573,0.012979196826316751,0.014798220583167432,0.023042152912528042,0.006885630544275045,0.01367120776039224,0,1,0.9781879951402553,2.181200485974466
2017-05-14,0.014949948920745755,0.014543857088691053,0.015292831944958873,0.014904705228485946,0.011116395992348062,0.005889717023819685,0.014949948920745755,0,1,0.9781879951402553,2.181200485974466
2017-05-15,0.015056435798821571,0.014089155288731977,0.014217390096224867,0.013728731339539398,0.02970692163218251,0.005538000725209713,0.015056435798821571,0,1,0.9781879951402553,2.181200485974466
2017-05-16,0.013880437252195222,0.01359045008877686,0.013586232145817943,0.013646808553337952,0.03640593784962252,0.005742030683904886,0.013880437252195222,0,1,0.9781879951402553,2.181200485974466
2017-05-17,0.013798512748246596,0.014916712564657498,0.014025783122891365,0.01488957871768824,0.04089834588616818,0.00656743161380291,0.013798512748246596,0,1,0.9781879951402553,2.181200485974466
2017-05-18,0.015041308970852995,0.015523666128602868,0.015496347558866088,0.016327346080638683,0.028180302971832914,0.006038656923919916,0.015041308970852995,0,1,0.9781879951402553,2.181200485974466
2017-05-19,0.01647910648073748,0.01681721941048645,0.017155312795712155,0.017510658573833625,0.035220425826137124,0.0066807083785533905,0.01647910648073748,0,1,0.9781879951402553,2.181200485974466
2017-05-20,0.0176624437854872,0.017565423888419113,0.01775089749927708,0.01834920643478774,0.031391949744897486,0.005905091762542725,0.0176624437854872,0,1,0.9781879951402553,2.181200485974466
2017-05-21,0.018501009229012533,0.018183084946363524,0.01847640852499883,0.01840252364116382,0.017669980820641265,0.006137897726148367,0.018501009229012533,0,1,0.9781879951402553,2.181200485974466
2017-05-22,0.018554327553337416,0.020635981140142763,0.01919749197922522,0.019636906829230225,0.042018475316571574,0.006991223432123661,0.018554327553337416,0,1,0.9781879951402553,2.181200485974466
2017-05-23,0.01978873662380282,0.021291045088083806,0.020414310766052303,0.022096986694211892,0.04031923824099983,0.00642824312672019,0.01978873662380282,0,1,0.9781879951402553,2.181200485974466
2017-05-24,0.022248868071444754,0.024323612737810876,0.023098029791754515,0.02443425726360821,0.06833682214030534,0.00771089643239975,0.022248868071444754,0,1,0.9781879951402553,2.181200485974466
2017-05-25,0.024586187648450716,0.028406394867443424,0.0224380162891882,0.022520828531415,0.10742259241362041,0.005993118043988943,0.024586187648450716,0,1,0.9781879951402553,2.181200485974466
2017-05-26,0.022672718795712785,0.026045172423655928,0.019979950734869988,0.022330474123257702,0.08545681308997696,0.006604576483368874,0.022672718795712785,0,1,0.9781879951402553,2.181200485974466
2017-05-27,0.02248236039622704,0.022243572019998076,0.016773778272715804,0.01876870501641526,0.07003886803029244,0.006684931460767984,0.02248236039622704,0,1,0.9781879951402553,2.181200485974466
2017-05-28,0.01892051660663612,0.021862502576032374,0.019697196858683826,0.020817673276053283,0.04354846651452301,0.005861722398549318,0.01892051660663612,0,1,0.9781879951402553,2.181200485974466
2017-05-29,0.020969527828795454,0.022391130087984795,0.020743325130620986,0.02251438853176844,0.035406858333849496,0.003997244406491518,0.020969527828795454,0,1,0.9781879951402553,2.181200485974466
2017-05-30,0.02266627866103309,0.022230957711999212,0.021506699526371985,0.02118759883714574,0.04069852820915909,0.007874424569308758,0.02266627866103309,0,1,0.9781879951402553,2.181200485974466
2017-05-31,0.021339461146442824,0.02215644528800592,0.021419369495498074,0.022602901085050083,0.047717699498440846,0.009598585776984692,0.021339461146442824,0,1,0.9781879951402553,2.181200485974466
2017-06-01,0.022754793070235358,0.02395163732984435,0.02359544454802586,0.02433451215280352,0.05692979346115509,0.007116683758795261,0.022754793070235358,0,1,0.9781879951402553,2.181200485974466
2017-06-02,0.024486440446202486,0.0244299542878013,0.02471333001316363,0.025462410695551416,0.03906757065115599,0.010788305662572384,0.024486440446202486,0,1,0.9781879951402553,2.181200485974466
2017-06-03,0.025614362638592073,0.025828382339675444,0.025857933582152666,0.026241201350482902,0.035329413478480995,0.005525699816644192,0.025614362638592073,0,1,0.9781879951402553,2.181200485974466
2017-06-04,0.02639316962311283,0.025603378287695697,0.026086945900877963,0.026081399498788304,0.0288217789910873,0.00950869731605053,0.02639316962311283,0,1,0.9781879951402553,2.181200485974466
2017-06-05,0.02623336442071213,0.027515326017523614,0.02708360751197047,0.028593448663243284,0.041323778975660676,0.0067235310561954975,0.02623336442071213,0,1,0.9781879951402553,2.181200485974466
2017-06-06,0.02874546625751342,0.030942457487215178,0.02958930762858354,0.0313302987455929,0.09734716630883922,0.004910442978143692,0.02874546625751342,0,1,0.9781879951402553,2.181200485974466
2017-06-07,0.031482373725808116,0.030359852471267615,0.028415237807918506,0.0283692468150832,0.06110018407286783,0.012215647846460342,0.031482373725808116,0,1,0.9781879951402553,2.181200485974466
2017-06-08,0.028521259708315812,0.029211657087370946,0.02842485632530497,0.030210936946562534,0.04715911547913751,0.008521076291799545,0.028521259708315812,0,1,0.9781879951402553,2.181200485974466
2017-06-09,0.03036298845613347,0.029992424081300678,0.030979107053487803,0.030455357398264108,0.029393042522246407,0.009670165367424488,0.03036298845613347,0,1,0.9781879951402553,2.181200485974466
2017-06-10,0.03060741403281383,0.030648808131241607,0.031277891791984744,0.03161860105535119,0.035506537833685736,0.014951774850487709,0.03060741403281383,0,1,0.9781879951402553,2.181200485974466
2017-06-11,0.03177068208065474,0.03144790987516969,0.032217300323395925,0.03243078984798456,0.025752431769968182,0.007619798183441162,0.03177068208065474,0,1,0.9781879951402553,2.181200485974466
2017-06-12,0.03258288790316553,0.03163184408715313,0.02639275368381582,0.028130068223559044,0.11107557189068,0.010580209083855152,0.03258288790316553,0,1,0.9781879951402553,2.181200485974466
