,o,h,l,c,v,prediction_close,batch_open,trade,ror,cr,mdd,ma5,ma10,ma20,ma50,ma100,rate,noise,noise_ma,up,down,au,ad,rsi,rsi_shift_1
2016-06-18,0.008651714189508749,0.008228425188654395,0.008632991212994117,0.008798907963262458,0.005689509745731376,0.0030739561188966036,0.008651714189508749,0,1,1.3067023979650316,6.1128168913656165,0.00827011868578829,0.007406282865940426,0.006605390863819495,0.005241098640078152,0.004572169765330785,1.0,2.96273921382535,-2.951323959444967,0.00011914476905500182,0,0.0002435568348739556,5.15707566466502e-05,82.52594534420226,82.39316857835509
2016-06-19,0.008777408905092179,0.00802606184061095,0.008891548255912467,0.008880959093134709,0.002552133584637694,0.0036118857096880674,0.008777408905092179,0,1,1.3067023979650316,6.1128168913656165,0.00841750946680064,0.007659245336050831,0.006780406286279138,0.00532923037288888,0.004622250279696712,1.0,1.3638320181987456,-2.945434704271311,8.20511298722515e-05,0,0.00024941762986483074,5.145417663779003e-05,82.89830568177818,82.52594534420226
2016-06-20,0.008861254848781242,0.008012396499579282,0.008662946914865289,0.008501713726130244,0.007530630320846854,0.004794365726411343,0.008861254848781242,0,1,1.3067023979650316,6.1128168913656165,0.00863675547955502,0.007930906193603399,0.006952164330926434,0.005421443102958811,0.004672703277812478,1.0,1.1196440316553038,-2.9445029602610404,0,0.0003792453670044653,0.0002391055981720253,7.854313142382326e-05,75.27358868277062,82.89830568177818
2016-06-21,0.008354914388839495,0.007491805156660049,0.007150032678947494,0.007513984301971898,0.028550601175388445,0.003915312699973583,0.008354914388839495,0,1,1.3067023979650316,6.1128168913656165,0.008725795419755794,0.00815123552563022,0.0070950956949337295,0.005502175616738855,0.004719456666412903,0.8,1.5526728705819797,-2.9261063329817656,0,0.0009877294241583462,0.0002391055981720253,0.0001419520580610836,62.74787929356139,75.27358868277062
2016-06-22,0.00746985738324378,0.006756929636286771,0.006666353997724575,0.006411264596347019,0.012904844970053576,0.002765391254797578,0.00746985738324378,0,1,1.3067023979650316,6.1128168913656165,0.008423029943093088,0.00823338971045547,0.007190375850943577,0.005567857412626961,0.004756908349260352,0.6,-1.4604914039410546,-3.010758842521119,0,0.0011027197056248782,0.00023222737764928055,0.00022071775132000347,51.27053207918013,62.74787929356139
2016-06-23,0.006541764406551024,0.0061033192822613986,0.0058666275326184295,0.006865142365387184,0.018104788148499345,0.003992010373622179,0.006541764406551024,0,1,1.3067023979650316,6.1128168913656165,0.008001039986501543,0.008135579336144916,0.00723847225864203,0.005612864134400447,0.004784806046524258,0.4,-10.687302531593696,-3.4021656984126367,0.000453877769040165,0,0.0002646472182950066,0.00021346859440543115,55.35211579810698,51.27053207918013
2016-06-24,0.006835151009512581,0.00684778961655053,0.0070867928638861325,0.007340237696039884,0.0135861835189456,0.003774981712922454,0.006835151009512581,0,1,1.3067023979650316,6.1128168913656165,0.007612588407385624,0.008015048937093133,0.007277545952400137,0.005664872363471719,0.004815487725918443,0.4,-0.3662374183537509,-3.4490471754998406,0.0004750953306526997,0,0.0002969822734797436,0.00021346859440543115,58.180383689062396,55.35211579810698
2016-06-25,0.007401593429089852,0.006856076046750586,0.007367892328919656,0.007437126281585234,0.005650307226894592,0.005340527277439833,0.007401593429089852,0,1,1.3067023979650316,6.1128168913656165,0.007320656123447346,0.007978705801501184,0.007342292828916136,0.005727871089161776,0.004851732917576172,0.8,3.113310757526309,-3.3799554648060113,9.688858554534989e-05,0,0.00028883227104216147,0.00021346859440543115,57.50184618630658,58.180383689062396
2016-06-26,0.007372507048624265,0.0065427908348011455,0.006902519909951343,0.00692330519162574,0.004299243178365959,0.005634006578475237,0.007372507048624265,0,1,1.3067023979650316,6.1128168913656165,0.0071241746554043,0.007924985037580047,0.00740536278655835,0.005787177625331506,0.004887397865623593,0.6,1.069425106882445,-3.379727099125168,0,0.0005138210899594941,0.00020848744857231857,0.0002501701008311093,45.456015897589936,57.50184618630658
2016-06-27,0.0069474897340658925,0.006405555920610766,0.007044582556704024,0.007213970948261793,0.007011495180385551,0.005037796217948198,0.0069474897340658925,0,1,1.3067023979650316,6.1128168913656165,0.007019701125568723,0.007721365534330905,0.0074395244436153835,0.0058379867832080755,0.004920440587432101,0.4,2.2487249573184793,-3.3531314716714395,0.00029066575663605314,0,0.00019309888740278816,0.0002501701008311093,43.56246264196057,45.456015897589936
2016-06-28,0.007353066661680429,0.00658073396255929,0.007308888673718863,0.007172277697820378,0.004576577259914702,0.004472828004509211,0.007353066661680429,0,1,1.3067023979650316,6.1128168913656165,0.007181961576594603,0.007591500781548075,0.00749889182374425,0.005897269575393752,0.004957411454602467,0.6,1.4170115395253797,-3.481056616167965,0,4.169325044141477e-05,0.00019309888740278816,0.00023580956337607232,45.021003212255984,43.56246264196057
2016-06-29,0.007157772392840061,0.006282567851325741,0.007090877732323109,0.007009659183643188,0.007434888070515163,0.003449502633884549,0.007157772392840061,0,1,1.3067023979650316,6.1128168913656165,0.0072464858532601,0.007429537130322862,0.007544391233186847,0.0059515364509481194,0.004992093995309672,0.4,1.2482839491091249,-3.487737268819615,0,0.0001626185141771902,0.00018534101772228105,0.0002474251715315859,42.82705588480188,45.021003212255984
2016-06-30,0.007032819676758303,0.006663743640528261,0.007196327854566578,0.007490541122008399,0.0062948449263261225,0.0038922925014048815,0.007032819676758303,0,1,1.3067023979650316,6.1128168913656165,0.007172731102793789,0.0072466936131205684,0.007588799903361984,0.0060064533180659505,0.005025448356908883,0.4,1.1832382948663434,-3.487983747528281,0.0004808819383652109,0,0.00014275751994048086,0.0002474251715315859,36.58735332464149,42.82705588480188
2016-07-01,0.0074842521735762405,0.006850987887855815,0.007675165210234562,0.007641289671647106,0.00560807982018712,0.004939542151987553,0.0074842521735762405,0,1,1.3067023979650316,6.1128168913656165,0.007195080127784184,0.007159627391594243,0.007655431458612231,0.006069784459532756,0.005062539427998519,0.8,1.859435946261914,-3.462891454770975,0.00015074854963870697,0,0.00015352527348610277,0.00022770195366898492,40.27132968224405,36.58735332464149
2016-07-02,0.007606236891651302,0.007153806030078868,0.00787229793517465,0.008019348042197724,0.00486754206593546,0.004695878364145756,0.007606236891651302,0,1,1.3067023979650316,6.1128168913656165,0.007326829559301267,0.007173265342434995,0.007703327526445232,0.006134887495809557,0.005100667814391495,0.8,1.1905386430136369,-3.4601715930226704,0.00037805837055061766,0,0.00017201910216436104,0.00022770195366898492,43.03478629759255,40.27132968224405
2016-07-03,0.008020717813285916,0.007154678285889401,0.007472132119774393,0.007450479991691025,0.00626115553401007,0.005033760331571102,0.008020717813285916,0,1,1.3067023979650316,6.1128168913656165,0.007460359789622365,0.007321160683108485,0.0077283700096267005,0.006207918054762234,0.005143304589756636,1.0,1.5749703774519288,-3.4420364864512067,0,0.0005688680505066988,0.00016615830717348594,0.0002683353858480348,38.24182257238335,43.03478629759255
2016-07-04,0.007386901838956723,0.006825547093381962,0.007378482728571082,0.007666810095404841,0.003620365988403321,0.004484311677515507,0.007386901838956723,0,1,1.3067023979650316,6.1128168913656165,0.007506185678845698,0.007376335766052899,0.007695692351573016,0.006268307910204406,0.005179539393421343,0.6,2.796289872464085,-3.4125836958926055,0.000216330103713816,0,0.00018161045743875852,0.00024124643106200158,42.948444823178534,38.24182257238335
2016-07-05,0.007668416449891512,0.006825692469350384,0.007703305415022633,0.007486683383533393,0.0026986784034278943,0.004790945444256067,0.007668416449891512,0,1,1.3067023979650316,6.1128168913656165,0.007633305033472339,0.007403018068133064,0.007690861934817124,0.006333954090116433,0.005218387519330942,0.8,1.5062227575133733,-3.3985233379579616,0,0.00018012671187144814,0.00018161045743875852,0.00018356052304150888,49.732992802414685,42.948444823178534
2016-07-06,0.0075252105460685975,0.006776846143960587,0.007711777734743772,0.007603602534237429,0.0030807317074500883,0.005236760713160038,0.0075252105460685975,0,1,1.3067023979650316,6.1128168913656165,0.00764149670797081,0.0074182884178774985,0.007671636727728773,0.006397792759242382,0.005254666842965747,0.6,1.2070767171319599,-3.391726121334203,0.0001169191507040361,0,0.00018996182534618966,0.000104794829782589,64.44700129440527,49.732992802414685
2016-07-07,0.0076084628901563235,0.006768559713760533,0.006855014402943525,0.007038740596762467,0.010400668251193571,0.003576215822249651,0.0076084628901563235,0,1,1.3067023979650316,6.1128168913656165,0.007641941907671815,0.007484385733486541,0.0076028756339087235,0.006463605147042782,0.005292038389867016,0.8,1.0838478940748921,-3.393937833336683,0,0.0005648619374749621,0.00015754198470046359,0.0001451421110308006,52.04831932773107,64.44700129440527
2016-07-08,0.007077042847058023,0.006573319788169769,0.007301324102539274,0.00744840274789679,0.005424433736098912,0.004700829740613699,0.007077042847058023,0,1,1.3067023979650316,6.1128168913656165,0.007453206914426236,0.0074567833520243,0.007524142066786187,0.006518934565883545,0.005325199831595792,0.4,7.589888404933998,-3.1798141617219566,0.0004096621511343237,0,0.00015286818616343673,0.0001451421110308006,51.29627653899496,52.04831932773107
2016-07-09,0.007434835006764808,0.006558636815359145,0.0071651618213066735,0.00727836550588305,0.005114829475230833,0.004559652414172888,0.007434835006764808,0,1,1.3067023979650316,6.1128168913656165,0.0074627935479878536,0.007484489613416774,0.007457013371869818,0.006586219080695265,0.005362198894747221,0.4,1.5101071914253106,-3.1657828176624667,0,0.00017003724201374026,0.00014594757291019745,0.0001572876283174963,48.13015517964489,51.29627653899496
