Timestamp,hash-rate
2020-04-30 00:00:00,107096702.874182
2020-05-01 00:00:00,111856556.335257
2020-05-02 00:00:00,117409718.706511
2020-05-03 00:00:00,133275896.910094
2020-05-04 00:00:00,125342807.808302
2020-05-05 00:00:00,126294576.814336
2020-05-06 00:00:00,123288445.655594
2020-05-07 00:00:00,117684425.398522
2020-05-08 00:00:00,109678682.174133
2020-05-09 00:00:00,108878107.851694
2020-05-10 00:00:00,136097634.814617
2020-05-11 00:00:00,125690168.622911
2020-05-12 00:00:00,116883851.076083
2020-05-13 00:00:00,95268344.370232
2020-05-14 00:00:00,91265472.7580373
2020-05-15 00:00:00,100071790.304866
2020-05-16 00:00:00,100872364.627304
2020-05-17 00:00:00,81658580.8887703
2020-05-18 00:00:00,102473513.272182
2020-05-19 00:00:00,92066047.0804763
2020-05-20 00:00:00,86971887.3185643
2020-05-21 00:00:00,98579623.7035512
2020-05-22 00:00:00,83529299.4740014
2020-05-23 00:00:00,89549429.1658213
2020-05-24 00:00:00,87291880.5313888
2020-05-25 00:00:00,94064526.4346863
2020-05-26 00:00:00,93312010.2232088
2020-05-27 00:00:00,103847237.183894
2020-05-28 00:00:00,98579623.7035512
2020-05-29 00:00:00,95569558.8576412
2020-05-30 00:00:00,117392528.990488
2020-05-31 00:00:00,112877431.721623
2020-06-01 00:00:00,100837172.337984
2020-06-02 00:00:00,97074591.2805962
2020-06-03 00:00:00,104599753.395371
2020-06-04 00:00:00,108668660.65278
2020-06-05 00:00:00,122192367.725211
2020-06-06 00:00:00,133797229.464477
2020-06-07 00:00:00,108539589.208428
2020-06-08 00:00:00,110587505.985945
2020-06-09 00:00:00,109222228.134267
2020-06-10 00:00:00,111952783.837623
2020-06-11 00:00:00,126288201.280246
2020-06-12 00:00:00,111270144.911784
2020-06-13 00:00:00,107856950.282588
2020-06-14 00:00:00,116048617.392658
2020-06-15 00:00:00,94204171.7658051
2020-06-16 00:00:00,106374812.691088
2020-06-17 00:00:00,108283617.573483
2020-06-18 00:00:00,97298323.0370428
2020-06-19 00:00:00,111422273.155323
2020-06-20 00:00:00,107498953.678023
2020-06-21 00:00:00,114560928.737163
2020-06-22 00:00:00,112206937.050783
2020-06-23 00:00:00,123976895.482684
2020-06-24 00:00:00,109068281.468943
2020-06-25 00:00:00,110637609.259863
2020-06-26 00:00:00,128684878.855444
2020-06-27 00:00:00,108283617.573483
2020-06-28 00:00:00,117699584.319003
2020-06-29 00:00:00,113776264.841703
2020-06-30 00:00:00,115344676.145677
2020-07-01 00:00:00,127111309.039231
2020-07-02 00:00:00,128680584.459468
2020-07-03 00:00:00,127895946.749349
2020-07-04 00:00:00,123188120.488637
2020-07-05 00:00:00,127895946.749349
2020-07-06 00:00:00,120834207.358281
2020-07-07 00:00:00,126326671.329112
2020-07-08 00:00:00,118480294.227925
2020-07-09 00:00:00,128680584.459468
2020-07-10 00:00:00,126326671.329112
2020-07-11 00:00:00,122403482.778518
2020-07-12 00:00:00,119264931.938044
2020-07-13 00:00:00,121086665.700822
2020-07-14 00:00:00,124167138.542574
2020-07-15 00:00:00,118993507.769967
2020-07-16 00:00:00,117268964.179098
2020-07-17 00:00:00,101748071.861276
2020-07-18 00:00:00,112095333.40649
2020-07-19 00:00:00,112957605.201925
2020-07-20 00:00:00,121580323.15627
2020-07-21 00:00:00,107783974.429318
2020-07-22 00:00:00,124167138.542574
2020-07-23 00:00:00,117268964.179098
2020-07-24 00:00:00,138825759.064961
2020-07-25 00:00:00,122442594.951705
2020-07-26 00:00:00,136238943.678657
2020-07-27 00:00:00,128205972.903398
2020-07-28 00:00:00,121437040.395232
2020-07-29 00:00:00,123949530.886168
2020-07-30 00:00:00,113062072.092113
2020-07-31 00:00:00,128137015.037728
2020-08-01 00:00:00,114737065.752737
2020-08-02 00:00:00,118087053.073985
2020-08-03 00:00:00,135674486.510536
2020-08-04 00:00:00,121437040.395232
2020-08-05 00:00:00,108037091.110241
2020-08-06 00:00:00,130649505.528664
2020-08-07 00:00:00,127299518.207416
2020-08-08 00:00:00,118924549.904297
2020-08-09 00:00:00,130649505.528664
2020-08-10 00:00:00,114901504.532898
2020-08-11 00:00:00,129741892.842126
2020-08-12 00:00:00,132269332.313077
2020-08-13 00:00:00,123844534.076575
2020-08-14 00:00:00,140694130.549579
2020-08-15 00:00:00,131426852.489427
2020-08-16 00:00:00,128056933.194826
2020-08-17 00:00:00,105309977.956271
2020-08-18 00:00:00,117947175.311024
2020-08-19 00:00:00,116262215.6637237
2020-08-20 00:00:00,123002054.25292505
2020-08-21 00:00:00,130584372.66577661
2020-08-22 00:00:00,114577256.01642336
2020-08-23 00:00:00,132269332.31307696
2020-08-24 00:00:00,128441437.17505692
2020-08-25 00:00:00,111720008.69546376
2020-08-26 00:00:00,123939384.6465301
2020-08-27 00:00:00,112592821.26339707
2020-08-28 00:00:00,142268448.57312962
2020-08-29 00:00:00,127430634.91826336
2020-08-30 00:00:00,110847196.12753047
2020-08-31 00:00:00,130921885.1899966
2020-09-01 00:00:00,134413135.46172985
2020-09-02 00:00:00,125685009.78239675
2020-09-03 00:00:00,112592821.26339707
2020-09-04 00:00:00,117829696.67099695
2020-09-05 00:00:00,123066572.0785968
2020-09-06 00:00:00,130921885.1899966
2020-09-07 00:00:00,151762133.7678071
2020-09-08 00:00:00,133652505.32879263
2020-09-09 00:00:00,128478859.9612265
2020-09-10 00:00:00,136239328.01257572
2020-09-11 00:00:00,118993843.45402186
2020-09-12 00:00:00,146586618.74770805
2020-09-13 00:00:00,139688424.9242865
2020-09-14 00:00:00,151760264.11527425
2020-09-15 00:00:00,134514779.55672038
2020-09-16 00:00:00,133652505.32879263
2020-09-17 00:00:00,153484812.57112962
2020-09-18 00:00:00,142275247.6080696
2020-09-19 00:00:00,128478859.9612265
2020-09-20 00:00:00,135165071.8298032
2020-09-21 00:00:00,139219832.7594406
2020-09-22 00:00:00,123857644.31701957
2020-09-23 00:00:00,136339422.42648664
2020-09-24 00:00:00,131538738.5382301
2020-09-25 00:00:00,162263115.42307216
2020-09-26 00:00:00,144020516.64769718
2020-09-27 00:00:00,145940790.2029998
2020-09-28 00:00:00,123857644.31701957
2020-09-29 00:00:00,135379285.64883536
2020-09-30 00:00:00,149781337.3136051
2020-10-01 00:00:00,119056960.428763
2020-10-02 00:00:00,130578601.76057878
2020-10-03 00:00:00,144980653.4253485
2020-10-04 00:00:00,151592064.050859
2020-10-05 00:00:00,134303836.4311328
2020-10-06 00:00:00,124710705.25748046
2020-10-07 00:00:00,144856280.7221504
2020-10-08 00:00:00,155408725.01316798
2020-10-09 00:00:00,136222462.66586328
