,Open,High,Low,Close,Volume,Datetime,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,rate,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2021-04-24,51177.77,51227.38,48713.34,50118.94,3445.13658315,2021-04-24 00:00:00,51534.404138727834,51177.77,1,0.9793107437076685,3.682578291729817,28.079859777956617,1,,0.9958621487415337,4.671783570315914,20.54361283569178,0.2,1,4.860679063195428,25.97949110486775,1,0.9958621487415337,1.8294770103683584,13.701123115444238,0.2,0.9958621487415337,3.017815434007237,15.154970132599644,0.2,1,5.149338832402421,20.150241093754964,0.2,1,1.9547899533484214,12.463712221824137,0.2,1,3.2697237501761816,14.697765213010195,0.2
2021-04-25,50126.34,50608.94,47004.2,49128.43,4167.43570798,2021-04-25 00:00:00,50025.81532796293,50126.34,0,1,3.682578291729817,28.079859777956617,1,,1,4.671783570315914,20.54361283569178,0.2,1,4.860679063195428,25.97949110486775,1,1,1.8294770103683584,13.701123115444238,0.2,1,3.017815434007237,15.154970132599644,0.2,1,5.149338832402421,20.150241093754964,0.2,1,1.9547899533484214,12.463712221824137,0.2,1,3.2697237501761816,14.697765213010195,0.2
2021-04-26,49122.75,54404.78,48823.01,54073.41,6046.79682802,2021-04-26 00:00:00,48578.17436972892,49122.75,0,1,3.682578291729817,28.079859777956617,1,,1,4.671783570315914,20.54361283569178,0.0,1,4.860679063195428,25.97949110486775,1,1,1.8294770103683584,13.701123115444238,0.2,1,3.017815434007237,15.154970132599644,0.1,1,5.149338832402421,20.150241093754964,0.0,1,1.9547899533484214,12.463712221824137,0.2,1,3.2697237501761816,14.697765213010195,0.1
2021-04-27,54015.32,55519.37,53325.75,55091.39,4111.12521596,2021-04-27 00:00:00,53833.15205465291,54015.32,0,1,3.682578291729817,28.079859777956617,1,,1,4.671783570315914,20.54361283569178,0.6,1,4.860679063195428,25.97949110486775,1,1,1.8294770103683584,13.701123115444238,0.2,1,3.017815434007237,15.154970132599644,0.4,1,5.149338832402421,20.150241093754964,0.6,1,1.9547899533484214,12.463712221824137,0.2,1,3.2697237501761816,14.697765213010195,0.4
2021-04-28,55094.73,56500.0,53811.49,54901.97,4542.50992013,2021-04-28 00:00:00,55494.67508367284,55094.73,1,0.9965012987630577,3.669694050505405,28.331486861512552,1,,0.9979007792578346,4.6619764653422,20.710409331724616,0.6,1,4.860679063195428,25.97949110486775,1,0.9986005195052231,1.8269166929767051,13.821896710365328,0.4,0.9982506493815289,3.0125362167113248,15.30339383807238,0.5,1,5.149338832402421,20.150241093754964,0.6,1,1.9547899533484214,12.463712221824137,0.4,1,3.2697237501761816,14.697765213010195,0.5
2021-04-29,54898.45,55239.33,52379.9,53593.97,4172.67670698,2021-04-29 00:00:00,55532.436758968994,54898.45,1,0.9762383090961585,3.5824959147656292,30.034451918247196,1,,0.9857429854576951,4.595510599079932,21.840842178935628,0.6,1,4.860679063195428,25.97949110486775,1,0.9952476618192317,1.818234567023589,14.231444200974847,0.2,0.9904953236384634,2.983903034944076,16.108407668562023,0.4,1,5.149338832402421,20.150241093754964,0.6,1,1.9547899533484214,12.463712221824137,0.2,1,3.2697237501761816,14.697765213010195,0.4
2021-04-30,53585.93,58008.0,53087.15,57775.27,4809.18204712,2021-04-30 00:00:00,54230.15816211262,53585.93,1,1.0781798505689832,3.862574910045999,24.564555824238752,1,,1.0469079103413899,4.811076398234481,18.174559411506593,0.6,1,4.860679063195428,25.97949110486775,1,1.0156359701137967,1.846664428373442,12.89036962579779,0.2,1.0312719402275934,3.0772154722977816,13.484954807575662,0.4,1,5.149338832402421,20.150241093754964,0.6,1,1.9547899533484214,12.463712221824137,0.2,1,3.2697237501761816,14.697765213010195,0.4
2021-05-01,57790.66,58549.0,57049.63,57851.91,2248.55545142,2021-05-01 00:00:00,58306.770553479786,57790.66,1,1.0010598598458644,3.8666686980948,24.484604826001917,1,,1.0010598598458644,4.816175464924355,18.08783591265669,1.0,1.0010598598458644,4.865830701758142,25.901039739719355,1,1.0004239439383458,1.8474473105640097,12.853440026029103,0.4,1.000741901892105,3.0794984642790943,13.420769131851845,0.7,1.0010598598458644,5.154796409863635,20.06561154058828,1.0,1.0004239439383458,1.9556186746998827,12.426601743235288,0.4,1.000741901892105,3.2721495644130982,14.634479323620933,0.7
2021-05-02,57893.01,57967.01,56064.51,56622.66,1887.08427188,2021-05-02 00:00:00,58248.94584586856,57893.01,1,0.9780569364073487,3.7818221409607915,26.141643944529154,1,,0.9780569364073487,4.710493820424153,19.885239738236958,1.0,0.9780569364073487,4.759059469238388,27.526997936860038,1,0.9912227745629395,1.8312318490360981,13.618345028984963,0.4,0.9846398554851441,3.0321969228344905,14.750638629971677,0.7,0.9780569364073487,5.041684384434826,21.819616909792845,1.0,0.9912227745629395,1.9384537687231163,13.195253202024398,0.4,0.9846398554851441,3.2218888742294904,15.94570605779603,0.7
2021-05-03,56599.91,59000.0,56500.0,57222.37,3636.51735676,2021-05-03 00:00:00,56601.87479388841,56599.91,1,1.0109975439890275,3.823412896314686,25.32938342485186,1,,1.008798035191222,4.751936910824279,19.180387258117644,0.8,1.0109975439890275,4.811397435097735,26.729972908653778,1,1.004399017595611,1.8392874701616513,13.238350608829466,0.4,1.0065985263934165,3.0522049542598504,14.18811846894964,0.6,1.008798035191222,5.086041301072118,21.131783148101988,0.8,1.004399017595611,1.9469810609600078,12.813397593477541,0.4,1.0065985263934165,3.243148593002749,15.391071580738405,0.6
2021-05-04,57227.64,57250.85,53080.69,53236.84,5747.19401914,2021-05-04 00:00:00,56740.17900369673,57227.64,0,1,3.823412896314686,25.32938342485186,1,,1,4.751936910824279,19.180387258117644,1.0,1,4.811397435097735,26.729972908653778,1,1,1.8392874701616513,13.238350608829466,0.4,1,3.0522049542598504,14.18811846894964,0.7,1,5.086041301072118,21.131783148101988,1.0,1,1.9469810609600078,12.813397593477541,0.4,1,3.243148593002749,15.391071580738405,0.7
2021-05-05,53221.75,57976.62,52924.5,57509.93,5504.55788108,2021-05-05 00:00:00,52979.11953442659,53221.75,0,1,3.823412896314686,25.32938342485186,1,,1,4.751936910824279,19.180387258117644,0.2,1,4.811397435097735,26.729972908653778,1,1,1.8392874701616513,13.238350608829466,0.4,1,3.0522049542598504,14.18811846894964,0.3,1,5.086041301072118,21.131783148101988,0.2,1,1.9469810609600078,12.813397593477541,0.4,1,3.243148593002749,15.391071580738405,0.3
2021-05-06,57517.08,58420.83,55283.0,56447.39,5144.23317131,2021-05-06 00:00:00,58242.82581322964,57517.08,1,0.9814022200014326,3.75230590442534,26.718091124273833,1,,0.9814022200014326,4.663561433589697,20.683452635460583,1.0,0.9814022200014326,4.721916124114116,28.09263275298771,1,0.9925608880005731,1.8256048046719762,13.883780235905393,0.4,0.9869815540010028,3.012469988884947,15.305255814733956,0.7,0.9814022200014326,4.991452223891152,22.598556893992892,1.0,0.9925608880005731,1.9324972507867633,13.461988493629166,0.4,0.9869815540010028,3.200927838178019,16.492548346397573,0.7
2021-05-07,56425.82,58743.85,55288.11,57381.73,4234.70954424,2021-05-07 00:00:00,56388.216939291844,56425.82,0,1,3.75230590442534,26.718091124273833,1,,1,4.663561433589697,20.683452635460583,0.8,1,4.721916124114116,28.09263275298771,1,1,1.8256048046719762,13.883780235905393,0.4,1,3.012469988884947,15.305255814733956,0.6,1,4.991452223891152,22.598556893992892,0.8,1,1.9324972507867633,13.461988493629166,0.4,1,3.200927838178019,16.492548346397573,0.6
2021-05-08,57371.02,59564.24,56977.5,58984.75,2928.99345356,2021-05-08 00:00:00,57220.018036004956,57371.02,0,1,3.75230590442534,26.718091124273833,1,,1,4.663561433589697,20.683452635460583,1.0,1,4.721916124114116,28.09263275298771,1,1,1.8256048046719762,13.883780235905393,0.4,1,3.012469988884947,15.305255814733956,0.7,1,4.991452223891152,22.598556893992892,1.0,1,1.9324972507867633,13.461988493629166,0.4,1,3.200927838178019,16.492548346397573,0.7
2021-05-09,58964.89,59300.62,56256.0,58305.24,2589.62561937,2021-05-09 00:00:00,58910.70872798618,58964.89,0,1,3.75230590442534,26.718091124273833,1,,1,4.663561433589697,20.683452635460583,1.0,1,4.721916124114116,28.09263275298771,1,1,1.8256048046719762,13.883780235905393,0.4,1,3.012469988884947,15.305255814733956,0.7,1,4.991452223891152,22.598556893992892,1.0,1,1.9324972507867633,13.461988493629166,0.4,1,3.200927838178019,16.492548346397573,0.7
2021-05-10,58336.16,59603.0,53500.0,55880.72,6589.4271403,2021-05-10 00:00:00,58796.0618654984,58336.16,1,0.9579087824772834,3.5943667803903994,29.802615891241924,1,loss1,0.9579087824772834,4.4672664548579215,24.02198268373226,1.0,0.9579087824772834,4.523164925410006,31.119301389267566,1,0.9831635129909133,1.7948680330943902,15.333674851235223,0.4,0.9705361477340984,2.9237110181769785,17.80068924510697,0.7,0.9579087824772834,4.781355922581102,25.856477872340005,1.0,0.9831635129909133,1.8999607859287961,14.918984600148374,0.4,0.9705361477340984,3.10661617324013,18.95299956502124,0.7
2021-05-11,55854.43,56972.33,54500.0,56763.7,4203.16906929,2021-05-11 00:00:00,56115.56807948926,55854.43,1,1.016279281697083,3.652880489731012,28.659852900937118,1,loss1,1.0065117126788332,4.496356010471746,23.52723566506132,0.4,1.016279281697083,4.5967988013931205,29.997973093091584,1,1.0065117126788332,1.8065556980223234,14.782352068293797,0.4,1.0065117126788332,2.942749384283286,17.265430951072975,0.4,1.0065117126788332,4.812490738564187,25.373676559247976,0.4,1.0065117126788332,1.9123327846678146,14.364961473441154,0.4,1.0065117126788332,3.126845565163686,18.425244784707388,0.4
2021-05-12,56763.7,58021.26,48530.0,49386.56,6367.35410217,2021-05-12 00:00:00,56687.661529028854,56763.7,0,1,3.652880489731012,28.659852900937118,1,loss1,1,4.496356010471746,23.52723566506132,0.4,1,4.5967988013931205,29.997973093091584,1,1,1.8065556980223234,14.782352068293797,0.4,1,2.942749384283286,17.265430951072975,0.4,1,4.812490738564187,25.373676559247976,0.4,1,1.9123327846678146,14.364961473441154,0.4,1,3.126845565163686,18.425244784707388,0.4
2021-05-13,49419.44,51420.72,45700.0,49694.96,9096.38363317,2021-05-13 00:00:00,49541.3350492518,49419.44,1,1.0055751339958525,3.6732457879320974,28.262122021576015,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1.0055751339958525,4.622426570662862,29.607702413104292,1,1.002230053598341,1.8105844140573015,14.59231214588154,0.4,1.0011150267991704,2.9460306287100044,17.1731796893656,0.2,1,4.812490738564187,25.373676559247976,0.0,1.002230053598341,1.9165973892754886,14.17399074763093,0.4,1.0011150267991704,3.1303320817657108,18.33428674650657,0.2
2021-05-14,49711.64,51572.0,48875.69,49880.43,4011.0819038,2021-05-14 00:00:00,49676.56730057204,49711.64,0,1,3.6732457879320974,28.262122021576015,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1,1.8105844140573015,14.59231214588154,0.4,1,2.9460306287100044,17.1731796893656,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-15,49883.89,50710.93,46448.53,46708.89,3613.92837843,2021-05-15 00:00:00,49295.46736092744,49883.89,0,1,3.6732457879320974,28.262122021576015,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1,1.8105844140573015,14.59231214588154,0.4,1,2.9460306287100044,17.1731796893656,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-16,46753.4,49800.0,43769.4,46444.75,5750.08326356,2021-05-16 00:00:00,46941.889512154674,46753.4,1,0.9933983410832153,3.6489962721226537,28.73571102340349,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,0.9973593364332861,1.8058032697606403,14.817845115515189,0.4,0.9986796682166431,2.9421408908361757,17.282538572736122,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-17,46446.42,46648.5,42100.0,43593.39,12262.72268102,2021-05-17 00:00:00,47048.98114902374,46446.42,1,0.9385737372223737,3.4248520682366688,33.113209964740605,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,0.9754294948889495,1.7614337712914347,16.910813687474718,0.4,0.9877147474444747,2.905995946938315,18.298743477121977,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-18,43581.27,45872.05,42023.69,42877.75,6275.91387222,2021-05-18 00:00:00,43448.94398517323,43581.27,0,1,3.4248520682366688,33.113209964740605,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1,1.7614337712914347,16.910813687474718,0.4,1,2.905995946938315,18.298743477121977,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-19,42900.85,43601.63,30066.0,36780.43,32468.86397019,2021-05-19 00:00:00,42577.04810386758,42900.85,0,1,3.4248520682366688,33.113209964740605,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1,1.7614337712914347,16.910813687474718,0.4,1,2.905995946938315,18.298743477121977,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-20,36793.39,43000.0,35000.0,40640.9,14703.03041947,2021-05-20 00:00:00,36562.485725517545,36793.39,0,1,3.4248520682366688,33.113209964740605,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1,1.7614337712914347,16.910813687474718,0.4,1,2.905995946938315,18.298743477121977,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-21,40566.13,42297.89,33520.0,37335.16,13106.84060164,2021-05-21 00:00:00,39755.42451984231,40566.13,0,1,3.4248520682366688,33.113209964740605,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1,1.7614337712914347,16.910813687474718,0.4,1,2.905995946938315,18.298743477121977,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-22,37318.43,38887.99,35260.0,37500.54,5720.00562166,2021-05-22 00:00:00,37533.41925428151,37318.43,1,1.0048798944650137,3.4415649848879477,32.78680948826501,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1.0019519577860054,1.76487201565584,16.74862710331913,0.4,1.0009759788930028,2.9088321376456787,18.21900477522384,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-23,37474.34,38311.74,31107.46,34706.79,9376.29208573,2021-05-23 00:00:00,37272.63627416195,37474.34,0,1,3.4415649848879477,32.78680948826501,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1,1.76487201565584,16.74862710331913,0.4,1,2.9088321376456787,18.21900477522384,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-24,34735.35,39960.0,34426.21,38839.86,10213.18324641,2021-05-24 00:00:00,34708.35518602856,34735.35,0,1,3.4415649848879477,32.78680948826501,1,loss1,1,4.496356010471746,23.52723566506132,0.0,1,4.622426570662862,29.607702413104292,1,1,1.76487201565584,16.74862710331913,0.4,1,2.9088321376456787,18.21900477522384,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-25,38848.36,40000.0,36486.85,38397.72,5765.3472603,2021-05-25 00:00:00,38109.36995491329,38848.36,0,1,3.4415649848879477,32.78680948826501,1,loss1,1,4.496356010471746,23.52723566506132,0.2,1,4.622426570662862,29.607702413104292,1,1,1.76487201565584,16.74862710331913,0.4,1,2.9088321376456787,18.21900477522384,0.3,1,4.812490738564187,25.373676559247976,0.2,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.3
2021-05-26,38385.87,40904.0,37859.74,39309.56,4205.61283515,2021-05-26 00:00:00,38587.41484490179,38385.87,1,1.0240632816189914,3.524380332329366,31.16943955647021,1,loss1,1.0048126563237982,4.517995426659591,23.159198532186437,0.2,1,4.622426570662862,29.607702413104292,1,1.0096253126475965,1.7818594605895213,15.947306610846933,0.4,1.0072189844856974,2.9298309517188406,17.628629039471296,0.3,1,4.812490738564187,25.373676559247976,0.2,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.3
2021-05-27,39299.46,40429.47,37212.9,38503.47,4113.43820958,2021-05-27 00:00:00,39446.0672132841,39299.46,1,0.9797455232209298,3.452995852727589,32.56356654466408,1,loss1,0.9918982092883719,4.481391573276702,23.78174662379243,0.4,1,4.622426570662862,29.607702413104292,1,0.9918982092883719,1.7674232081622905,16.628283941434496,0.4,0.9918982092883719,2.9060940745275645,18.295984647623374,0.4,1,4.812490738564187,25.373676559247976,0.4,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.4
2021-05-28,38578.5,38905.12,34710.23,35692.46,6167.02059154,2021-05-28 00:00:00,38740.58977851929,38578.5,1,0.9251904558238396,3.194678806942866,37.60845539232373,1,loss1,0.9700761823295359,4.3472912289280154,26.062487740983304,0.4,1,4.622426570662862,29.607702413104292,1,0.9700761823295359,1.7145351583346953,19.123083971644718,0.4,0.9700761823295359,2.8191326453081853,20.740880705972703,0.4,1,4.812490738564187,25.373676559247976,0.4,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.4
2021-05-29,35691.36,37348.01,33650.0,34632.08,4457.16762006,2021-05-29 00:00:00,35880.16497462937,35691.36,1,0.9703211085259851,3.099864281337273,39.46016727363111,1,loss1,1,4.3472912289280154,26.062487740983304,0.0,1,4.622426570662862,29.607702413104292,1,0.9881284434103941,1.694180957177656,20.08321885706814,0.4,0.994064221705197,2.8023988989419943,21.211345265943393,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-30,34644.09,36516.99,33425.0,35677.72,2979.71977699,2021-05-30 00:00:00,34425.70525963746,34644.09,0,1,3.099864281337273,39.46016727363111,1,loss1,1,4.3472912289280154,26.062487740983304,0.0,1,4.622426570662862,29.607702413104292,1,1,1.694180957177656,20.08321885706814,0.4,1,2.8023988989419943,21.211345265943393,0.2,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.2
2021-05-31,35675.3,37540.96,34195.2,37341.41,4383.79233382,2021-05-31 00:00:00,35340.54506538337,35675.3,0,1,3.099864281337273,39.46016727363111,1,loss1,1,4.3472912289280154,26.062487740983304,0.0,1,4.622426570662862,29.607702413104292,1,1,1.694180957177656,20.08321885706814,0.2,1,2.8023988989419943,21.211345265943393,0.1,1,4.812490738564187,25.373676559247976,0.0,1,1.9165973892754886,14.17399074763093,0.2,1,3.1303320817657108,18.33428674650657,0.1
2021-06-01,37279.89,37927.44,35699.98,36693.3,4348.7544836,2021-06-01 00:00:00,37139.016012787666,37279.89,0,1,3.099864281337273,39.46016727363111,1,loss1,1,4.3472912289280154,26.062487740983304,0.4,1,4.622426570662862,29.607702413104292,1,1,1.694180957177656,20.08321885706814,0.4,1,2.8023988989419943,21.211345265943393,0.4,1,4.812490738564187,25.373676559247976,0.4,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.4
2021-06-02,36693.3,38256.3,35933.19,37589.36,4270.10341121,2021-06-02 00:00:00,36914.45273730073,36693.3,1,1.0244202620096856,3.1755637792819953,37.98176869643064,1,loss1,1.0048840524019371,4.3685236270965815,25.7013730566414,0.2,1,4.622426570662862,29.607702413104292,1,1.0097681048038742,1.7107298943240954,19.3025833632757,0.4,1.0073260786029057,2.8229294935523397,20.634133388344498,0.3,1,4.812490738564187,25.373676559247976,0.2,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.3
2021-06-03,37585.12,39490.0,37176.06,39219.88,4058.94293164,2021-06-03 00:00:00,37562.76992405372,37585.12,0,1,3.1755637792819953,37.98176869643064,1,loss1,1,4.3685236270965815,25.7013730566414,0.4,1,4.622426570662862,29.607702413104292,1,1,1.7107298943240954,19.3025833632757,0.4,1,2.8229294935523397,20.634133388344498,0.4,1,4.812490738564187,25.373676559247976,0.4,1,1.9165973892754886,14.17399074763093,0.4,1,3.1303320817657108,18.33428674650657,0.4
2021-06-04,39242.94,39277.36,35576.67,36887.32,5786.18608707,2021-06-04 00:00:00,39214.20076585804,39242.94,0,1,3.1755637792819953,37.98176869643064,1,loss1,1,4.3685236270965815,25.7013730566414,0.6,1,4.622426570662862,29.607702413104292,1,1,1.7107298943240954,19.3025833632757,0.2,1,2.8229294935523397,20.634133388344498,0.4,1,4.812490738564187,25.373676559247976,0.6,1,1.9165973892754886,14.17399074763093,0.2,1,3.1303320817657108,18.33428674650657,0.4
2021-06-05,36851.58,37927.93,34849.65,35532.14,4106.34880652,2021-06-05 00:00:00,37251.38877019908,36851.58,1,0.9641958363793356,3.0618653741407273,40.20227959748785,1,loss1,1,4.3685236270965815,25.7013730566414,0.0,0.9641958363793356,4.456924453402342,32.12803975354,1,0.9928391672758671,1.698479643714667,19.880444065080948,0.2,0.9964195836379336,2.812822230604665,20.918296235750454,0.1,1,4.812490738564187,25.373676559247976,0.0,0.9928391672758671,1.902872955971377,14.788576443267024,0.2,0.9964195836379336,3.119124189561455,18.626684002459207,0.1
2021-06-06,35532.59,36510.58,35250.0,35808.85,2526.73361997,2021-06-06 00:00:00,35496.74824746016,35532.59,0,1,3.0618653741407273,40.20227959748785,1,loss1,1,4.3685236270965815,25.7013730566414,0.0,1,4.456924453402342,32.12803975354,1,1,1.698479643714667,19.880444065080948,0.2,1,2.812822230604665,20.918296235750454,0.1,1,4.812490738564187,25.373676559247976,0.0,1,1.902872955971377,14.788576443267024,0.2,1,3.119124189561455,18.626684002459207,0.1
2021-06-07,35810.69,36808.3,33321.09,33582.62,4913.04022502,2021-06-07 00:00:00,35596.713927216624,35810.69,0,1,3.0618653741407273,40.20227959748785,1,loss1,1,4.3685236270965815,25.7013730566414,0.0,1,4.456924453402342,32.12803975354,1,1,1.698479643714667,19.880444065080948,0.2,1,2.812822230604665,20.918296235750454,0.1,1,4.812490738564187,25.373676559247976,0.0,1,1.902872955971377,14.788576443267024,0.2,1,3.119124189561455,18.626684002459207,0.1
2021-06-08,33567.51,34085.61,31025.0,33411.69,9044.64846998,2021-06-08 00:00:00,33598.00728634146,33567.51,1,0.9953580113627731,3.0476522298652475,40.479859936128385,1,loss1,1,4.3685236270965815,25.7013730566414,0.0,1,4.456924453402342,32.12803975354,1,0.9990716022725546,1.69690277907333,19.95482687873486,0.2,0.9995358011362773,2.811516521721364,20.955005872779083,0.1,1,4.812490738564187,25.373676559247976,0.0,1,1.902872955971377,14.788576443267024,0.2,1,3.119124189561455,18.626684002459207,0.1
2021-06-09,33413.19,37556.25,32423.72,37400.0,8539.5873422,2021-06-09 00:00:00,33262.792700123384,33413.19,0,1,3.0476522298652475,40.479859936128385,1,loss1,1,4.3685236270965815,25.7013730566414,0.0,1,4.456924453402342,32.12803975354,1,1,1.69690277907333,19.95482687873486,0.2,1,2.811516521721364,20.955005872779083,0.1,1,4.812490738564187,25.373676559247976,0.0,1,1.902872955971377,14.788576443267024,0.2,1,3.119124189561455,18.626684002459207,0.1
2021-06-10,37414.64,38446.24,35824.69,36707.54,5761.7248874,2021-06-10 00:00:00,37084.35660118026,37414.64,0,1,3.0476522298652475,40.479859936128385,1,loss1,1,4.3685236270965815,25.7013730566414,0.6,1,4.456924453402342,32.12803975354,1,1,1.69690277907333,19.95482687873486,0.2,1,2.811516521721364,20.955005872779083,0.4,1,4.812490738564187,25.373676559247976,0.6,1,1.902872955971377,14.788576443267024,0.2,1,3.119124189561455,18.626684002459207,0.4
2021-06-11,36724.97,37680.65,35958.49,37341.11,3741.23051559,2021-06-11 00:00:00,36940.27982157764,36724.97,1,1.0167771410024298,3.098783121052066,39.48128215379244,1,loss1,1.0100662846014579,4.412498429215129,24.953461932332008,0.6,1.0167771410024298,4.5316989033942505,30.989342306373835,1,1.003355428200486,1.7025966145117155,19.68624104753099,0.2,1.006710856400972,2.8303842053675963,20.42454626797563,0.4,1.0100662846014579,4.860934639980455,24.622466748732915,0.6,1.003355428200486,1.9092579095497855,14.50265562966121,0.2,1.006710856400972,3.1400561840944,18.080599363928798,0.4
2021-06-12,37338.91,37445.55,34630.0,35542.76,3727.9523535,2021-06-12 00:00:00,37397.50306303109,37338.91,1,0.9518960248170072,2.9497193346995005,42.39247305517295,1,loss1,0.9711376148902043,4.285143200254753,27.119484015197987,0.6,0.9518960248170072,4.313706171808578,34.309029271430035,1,0.9903792049634015,1.6862162814534918,20.458923261031476,0.2,0.9807584099268029,2.775923112738261,21.955704528575907,0.4,0.9711376148902043,4.720636472407793,26.798042142057415,0.6,0.9903792049634015,1.8908893305300025,15.325208056021717,0.2,0.9807584099268029,3.079636510193248,19.65685889001009,0.4
2021-06-13,35563.66,39386.43,34783.9,39013.76,3601.91766642,2021-06-13 00:00:00,35824.821194387936,35563.66,1,1.0970119498386837,3.235877358835564,36.80385454087078,1,loss1,1,4.285143200254753,27.119484015197987,0.0,1.0970119498386837,4.732187218566891,27.936220114255576,1,1.0388047799354734,1.7516495331789068,17.372349282345198,0.4,1.0194023899677367,2.829782655492062,20.441458673082074,0.2,1,4.720636472407793,26.798042142057415,0.0,1.0388047799354734,1.9642648748835538,12.039421388553647,0.4,1.0194023899677367,3.139388818722897,18.09800993496117,0.2
2021-06-14,39035.52,41050.0,38758.4,40532.79,6281.28059699,2021-06-14 00:00:00,38613.52215330326,39035.52,0,1,3.235877358835564,36.80385454087078,1,loss1,1,4.285143200254753,27.119484015197987,0.6,1,4.732187218566891,27.936220114255576,1,1,1.7516495331789068,17.372349282345198,0.4,1,2.829782655492062,20.441458673082074,0.5,1,4.720636472407793,26.798042142057415,0.6,1,1.9642648748835538,12.039421388553647,0.4,1,3.139388818722897,18.09800993496117,0.5
