,Open,High,Low,Close,Volume,Datetime,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,rate,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2018-06-09,7618.11,7686.45,7468.31,7492.7,2713.78104511,2018-06-09 00:00:00,7604.797072496955,7618.11,0,1,1.2073645362905292,47.12636612361702,1,,1,1.7567310382591612,23.452738218835822,0.4,1,1.6348671030600466,40.39134119103126,1,1,1.0879579423457966,22.7448071543875,0.4,1,1.3953209086886593,22.859718625651134,0.4,1,1.8793789895996282,20.579322733717202,0.4,1,1.1978362043162565,18.19231695332344,0.4,1,1.5131639507771038,19.200839165557014,0.4
2018-06-10,7498.0,7498.0,6627.7,6781.17,14392.69540615,2018-06-10 00:00:00,7487.5024236625,7498.0,0,1,1.2073645362905292,47.12636612361702,1,,1,1.7567310382591612,23.452738218835822,0.0,1,1.6348671030600466,40.39134119103126,1,1,1.0879579423457966,22.7448071543875,0.4,1,1.3953209086886593,22.859718625651134,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1978362043162565,18.19231695332344,0.4,1,1.5131639507771038,19.200839165557014,0.2
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423218,2018-06-11 00:00:00,6710.016343117426,6781.17,0,1,1.2073645362905292,47.12636612361702,1,,1,1.7567310382591612,23.452738218835822,0.0,1,1.6348671030600466,40.39134119103126,1,1,1.0879579423457966,22.7448071543875,0.4,1,1.3953209086886593,22.859718625651134,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1978362043162565,18.19231695332344,0.4,1,1.5131639507771038,19.200839165557014,0.2
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5994997,2018-06-12 00:00:00,6916.654435341204,6880.76,1,0.9530444311384207,1.1506720476657106,49.609077680061446,1,,1,1.7567310382591612,23.452738218835822,0.0,0.9530444311384207,1.5581009882227799,43.190299674482176,1,0.9812177724553683,1.0675236687136687,24.195831765418188,0.4,0.9906088862276842,1.382217291286273,23.584151784466105,0.2,1,1.8793789895996282,20.579322733717202,0.0,0.9812177724553683,1.1753381721655907,19.72884747120522,0.4,0.9906088862276842,1.4989536559591892,19.959633277660906,0.2
2018-06-13,6557.66,6624.45,6120.0,6307.4,19190.50457858,2018-06-13 00:00:00,6478.029112242903,6557.66,0,1,1.1506720476657106,49.609077680061446,1,,1,1.7567310382591612,23.452738218835822,0.0,1,1.5581009882227799,43.190299674482176,1,1,1.0675236687136687,24.195831765418188,0.4,1,1.382217291286273,23.584151784466105,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821156,2018-06-14 00:00:00,6326.8001829310115,6308.49,1,1.0535167686720595,1.2122522974580414,46.91231834709358,1,,1,1.7567310382591612,23.452738218835822,0.0,1,1.5581009882227799,43.190299674482176,1,1.0214067074688238,1.0903758356058677,22.573114111102992,0.4,1.010703353734412,1.3970116518927305,22.76624593010012,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-15,6638.8,6666.66,6370.0,6390.6,7132.20678871,2018-06-15 00:00:00,6640.5992959530395,6638.8,1,0.9626137253720553,1.166930700146918,48.89706899273005,1,,0.9925227450744111,1.743595512450403,24.025101609029377,0.2,1,1.5581009882227799,43.190299674482176,1,0.9850454901488221,1.0740697994308135,23.730995238874524,0.4,0.9887841176116166,1.3813429335099003,23.63249063216145,0.3,1,1.8793789895996282,20.579322733717202,0.2,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.3
2018-06-16,6390.6,6557.81,6333.63,6487.92,3553.69972603,2018-06-16 00:00:00,6366.496352227188,6390.6,0,1,1.166930700146918,48.89706899273005,1,,1,1.743595512450403,24.025101609029377,0.0,1,1.5581009882227799,43.190299674482176,1,1,1.0740697994308135,23.730995238874524,0.4,1,1.3813429335099003,23.63249063216145,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-17,6487.92,6575.35,6429.23,6453.41,2828.75680848,2018-06-17 00:00:00,6545.121527342778,6487.92,1,0.9946808838580007,1.160723660223172,49.16889141795429,1,,0.9989361767716002,1.7417406350433247,24.105925470713004,0.2,1,1.5581009882227799,43.190299674482176,1,0.9978723535432003,1.0717845586276988,23.89326871661818,0.4,0.9984042651574002,1.3791386764613196,23.754352927702275,0.3,1,1.8793789895996282,20.579322733717202,0.2,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.3
2018-06-18,6451.03,6793.0,6381.25,6707.5,5940.1743975,2018-06-18 00:00:00,6422.2602611995435,6451.03,0,1,1.160723660223172,49.16889141795429,1,,1,1.7417406350433247,24.105925470713004,0.0,1,1.5581009882227799,43.190299674482176,1,1,1.0717845586276988,23.89326871661818,0.4,1,1.3791386764613196,23.754352927702275,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.67979628,2018-06-19 00:00:00,6780.217887887504,6711.3,1,1.0037578412528125,1.1650854754766742,48.97787618119849,1,,1.001503136501125,1.7443587089673511,23.99184631706892,0.4,1,1.5581009882227799,43.190299674482176,1,1.001503136501125,1.0733955971191145,23.7788699108448,0.4,1.001503136501125,1.381211710146022,23.639745312536,0.4,1,1.8793789895996282,20.579322733717202,0.4,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.4
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.76884592,2018-06-20 00:00:00,6747.31424359044,6728.44,1,1.0041822472965503,1.1699581510567365,48.764489041793055,1,,1.00167289891862,1.7472768447652682,23.864692358966433,0.4,1,1.5581009882227799,43.190299674482176,1,1.00167289891862,1.0751912794527867,23.651359664742646,0.4,1.00167289891862,1.3835223377223107,23.512002325043785,0.4,1,1.8793789895996282,20.579322733717202,0.4,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.4
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.32442832,2018-06-21 00:00:00,6777.766997665971,6756.6,1,0.9943359085930793,1.1633314011468792,49.05469165914062,1,,0.9977343634372318,1.7433181504604898,24.03718729567556,0.4,1,1.5581009882227799,43.190299674482176,1,0.9977343634372318,1.072755286778089,23.824337935803843,0.4,0.9977343634372318,1.3803877789285603,23.685296329189104,0.4,1,1.8793789895996282,20.579322733717202,0.4,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.4
2018-06-22,6718.33,6737.97,5940.0,6050.45,18544.14405465,2018-06-22 00:00:00,6735.511029367813,6718.33,1,0.9005883902696057,1.0476827539089528,54.119246769516735,1,,0.9602353561078423,1.6739957250166932,27.057821491909706,0.4,1,1.5581009882227799,43.190299674482176,1,0.9602353561078423,1.0300975548159288,26.853436011035946,0.4,0.9602353561078423,1.3254971504663795,26.71992334439445,0.4,1,1.8793789895996282,20.579322733717202,0.4,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.4
2018-06-23,6055.17,6261.0,6048.54,6177.38,4585.87147205,2018-06-23 00:00:00,5974.688524945284,6055.17,0,1,1.0476827539089528,54.119246769516735,1,,1,1.6739957250166932,27.057821491909706,0.0,1,1.5581009882227799,43.190299674482176,1,1,1.0300975548159288,26.853436011035946,0.4,1,1.3254971504663795,26.71992334439445,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-24,6169.91,6255.05,5780.0,6153.4,11423.59392896,2018-06-24 00:00:00,6292.234422362745,6169.91,1,0.99732411007616,1.0448792701843868,54.24201861478439,1,,1,1.6739957250166932,27.057821491909706,0.0,1,1.5581009882227799,43.190299674482176,1,0.998929644030464,1.0289949837489272,26.931728872452577,0.4,0.999464822015232,1.3247877735725773,26.759141228142635,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.68930701,2018-06-25 00:00:00,6094.686983251066,6153.6,0,1,1.0448792701843868,54.24201861478439,1,,1,1.6739957250166932,27.057821491909706,0.0,1,1.5581009882227799,43.190299674482176,1,1,1.0289949837489272,26.931728872452577,0.4,1,1.3247877735725773,26.759141228142635,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-26,6252.28,6277.0,6025.68,6068.0,7751.62208792,2018-06-26 00:00:00,6341.572177693728,6252.28,1,0.970525952132662,1.014082448559383,55.590691548444994,1,,1,1.6739957250166932,27.057821491909706,0.0,1,1.5581009882227799,43.190299674482176,1,0.9882103808530648,1.0168635247864206,27.79317596077136,0.4,0.9941051904265324,1.316978401922109,27.19088214359996,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-27,6073.99,6181.11,5985.0,6135.64,7446.86155074,2018-06-27 00:00:00,6051.570161548407,6073.99,0,1,1.014082448559383,55.590691548444994,1,,1,1.6739957250166932,27.057821491909706,0.0,1,1.5581009882227799,43.190299674482176,1,1,1.0168635247864206,27.79317596077136,0.4,1,1.316978401922109,27.19088214359996,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1753381721655907,19.72884747120522,0.4,1,1.4989536559591892,19.959633277660906,0.2
2018-06-28,6135.64,6165.49,5818.14,5848.33,8878.39857291,2018-06-28 00:00:00,6168.104323442207,6135.64,1,0.9531735890632436,0.9665966070993891,57.67022007541468,1,,1,1.6739957250166932,27.057821491909706,0.0,0.9531735890632436,1.4851407110672936,45.850494047118865,1,0.9812694356252974,0.9978170970751217,29.145650526730947,0.4,0.9906347178126487,1.3046445275534613,27.872760078137272,0.2,1,1.8793789895996282,20.579322733717202,0.0,0.9812694356252974,1.1533234248697979,21.232371461077378,0.4,0.9906347178126487,1.4849155319853695,20.70923389839469,0.2
2018-06-29,5845.2,6299.0,5774.72,6204.24,12067.37316767,2018-06-29 00:00:00,5864.492088567723,5845.2,1,1.0614247587764318,1.0259695705245866,55.07012355448757,1,,1,1.6739957250166932,27.057821491909706,0.0,1,1.4851407110672936,45.850494047118865,1,1.0245699035105726,1.0223333668714571,27.40476599686833,0.4,1.0122849517552863,1.320672022632254,26.986680415455222,0.2,1,1.8793789895996282,20.579322733717202,0.0,1,1.1533234248697979,21.232371461077378,0.4,1,1.4849155319853695,20.70923389839469,0.2
2018-06-30,6204.01,6510.0,6190.28,6385.71,6915.08887702,2018-06-30 00:00:00,6208.923314120537,6204.01,1,1.0292875092077542,1.056017663768201,53.75423938438637,1,,1.0058575018415508,1.6838011580587267,26.63056254697184,0.2,1.0292875092077542,1.5286367833174876,44.26458989292851,1,1.0117150036831017,1.0343100060297141,26.554312563146006,0.4,1.0087862527623264,1.3322757808392336,26.34516693456891,0.3,1.0058575018415508,1.8903874554921798,20.114115970372744,0.2,1.0117150036831017,1.1668346130399552,20.309608402634705,0.4,1.0087862527623264,1.4979623751800972,20.012565185707494,0.3
2018-07-01,6385.75,6438.55,6259.34,6349.99,4160.70556721,2018-07-01 00:00:00,6422.234173424573,6385.75,1,0.9944000313197353,1.0501039979252929,54.01321419542883,1,,0.9977600125278941,1.6800294645591578,26.794909167702073,0.4,0.9944000313197353,1.5200764652074092,44.57670644390982,1,0.9977600125278941,1.0319931645739338,26.718829982884767,0.4,0.9977600125278941,1.3292914997807637,26.510152837895518,0.4,0.9977600125278941,1.8861530112744513,20.293059349797204,0.4,0.9977600125278941,1.1642209181247263,20.488113881460006,0.4,0.9977600125278941,1.494606958226008,20.191736037617385,0.4
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.80247408,2018-07-02 00:00:00,6336.289146018823,6345.48,0,1,1.0501039979252929,54.01321419542883,1,,1,1.6800294645591578,26.794909167702073,0.4,1,1.5200764652074092,44.57670644390982,1,1,1.0319931645739338,26.718829982884767,0.4,1,1.3292914997807637,26.510152837895518,0.4,1,1.8861530112744513,20.293059349797204,0.4,1,1.1642209181247263,20.488113881460006,0.4,1,1.494606958226008,20.191736037617385,0.4
2018-07-03,6605.46,6666.0,6464.39,6507.99,5924.86541706,2018-07-03 00:00:00,6670.6405128838705,6605.46,1,0.9852440253971714,1.0346086900015785,54.69179403882679,1,,0.9911464152383028,1.6651551812925345,27.44303664437357,0.6,0.9852440253971714,1.4976462554924512,45.3945311560286,1,0.9940976101588685,1.0259019386032355,27.15136401634001,0.4,0.9926220126985856,1.3194840039755031,27.05235999704041,0.5,0.9911464152383028,1.8694537957156026,20.998751504939346,0.6,0.9940976101588685,1.157349232404754,20.957424030335282,0.4,0.9926220126985856,1.483579767067611,20.780560395679768,0.5
2018-07-04,6507.99,6792.28,6413.2,6584.25,6706.7340062,2018-07-04 00:00:00,6561.0620648231,6507.99,1,1.0117179036845478,1.0467321349822132,54.160876845254116,1,,1.0070307422107287,1.6768624581130616,26.93290733942687,0.6,1.0117179036845478,1.5151955300678355,44.75466953146537,1,1.004687161473819,1.030710506645773,26.80991069633713,0.4,1.0058589518422738,1.3272147972114463,26.624963287255536,0.5,1.0070307422107287,1.8825974434281474,20.443314092444847,0.6,1.004687161473819,1.1627739151386358,20.586938713458846,0.4,1.0058589518422738,1.492271989477032,20.31641751406613,0.5
2018-07-05,6575.62,6700.0,6445.31,6533.69,7692.21577694,2018-07-05 00:00:00,6542.342890101088,6575.62,0,1,1.0467321349822132,54.160876845254116,1,,1,1.6768624581130616,26.93290733942687,0.6,1,1.5151955300678355,44.75466953146537,1,1,1.030710506645773,26.80991069633713,0.4,1,1.3272147972114463,26.624963287255536,0.5,1,1.8825974434281474,20.443314092444847,0.6,1,1.1627739151386358,20.586938713458846,0.4,1,1.492271989477032,20.31641751406613,0.5
2018-07-06,6533.69,6636.15,6449.76,6596.53,5457.67218749,2018-07-06 00:00:00,6523.258727615415,6533.69,0,1,1.0467321349822132,54.160876845254116,1,,1,1.6768624581130616,26.93290733942687,0.6,1,1.5151955300678355,44.75466953146537,1,1,1.030710506645773,26.80991069633713,0.4,1,1.3272147972114463,26.624963287255536,0.5,1,1.8825974434281474,20.443314092444847,0.6,1,1.1627739151386358,20.586938713458846,0.4,1,1.492271989477032,20.31641751406613,0.5
2018-07-07,6604.74,6820.0,6510.0,6759.99,4842.79587112,2018-07-07 00:00:00,6627.878809611602,6604.74,1,1.0235058458016515,1.0713364591427386,53.08338948469574,1,,1.014103507480991,1.700512100335652,25.902405051474215,0.6,1.0235058458016515,1.5508114825569617,43.456081312210706,1,1.0094023383206605,1.040401595539916,26.12175271498473,0.4,1.0117529229008257,1.3428134503959075,25.762592137925395,0.5,1.014103507480991,1.9091486705552307,19.321285777584794,0.6,1.0094023383206605,1.1737067088792084,19.84027024416343,0.4,1.0117529229008257,1.5098105471164174,19.379902512647366,0.5
2018-07-08,6755.46,6783.54,6674.6,6706.6,5145.84575684,2018-07-08 00:00:00,6724.734782629435,6755.46,0,1,1.0713364591427386,53.08338948469574,1,,1,1.700512100335652,25.902405051474215,0.6,1,1.5508114825569617,43.456081312210706,1,1,1.040401595539916,26.12175271498473,0.4,1,1.3428134503959075,25.762592137925395,0.5,1,1.9091486705552307,19.321285777584794,0.6,1,1.1737067088792084,19.84027024416343,0.4,1,1.5098105471164174,19.379902512647366,0.5
2018-07-09,6706.6,6814.72,6620.0,6666.75,7165.21723333,2018-07-09 00:00:00,6750.800125335997,6706.6,1,0.9940580920287477,1.0649706764962652,53.362163666700766,1,,0.9964348552172486,1.6944495284931347,26.16657370551938,0.6,0.9940580920287477,1.541596703446847,43.792060073387525,1,0.9976232368114991,1.037928807326379,26.297343813562723,0.4,0.9970290460143738,1.3388240134235012,25.983148060695786,0.5,0.9964348552172486,1.902342279132904,19.608917074673926,0.6,0.9976232368114991,1.1709170859794478,20.03079093904728,0.4,0.9970290460143738,1.5053249694539215,19.619421112598985,0.5
2018-07-10,6666.75,6683.9,6270.84,6299.46,9163.01977492,2018-07-10 00:00:00,6680.039051489685,6666.75,1,0.9449071886601418,1.0062984479335753,55.93157318511041,1,,0.9669443131960851,1.6384383355742242,28.607188320769673,0.6,0.9449071886601418,1.4566658071017025,46.88871350356647,1,0.9779628754640567,1.0150558409398844,27.92153842657306,0.4,0.972453594330071,1.3019442240290948,28.02204629062694,0.5,0.9669443131960851,1.839459048560041,22.26629953368106,0.6,0.9779628754640567,1.145113440334455,21.793082358164376,0.4,0.972453594330071,1.4638586771802702,21.833617146615065,0.5
2018-07-11,6304.45,6400.0,6285.0,6380.0,6370.13680136,2018-07-11 00:00:00,6301.286654482499,6304.45,0,1,1.0062984479335753,55.93157318511041,1,,1,1.6384383355742242,28.607188320769673,0.0,1,1.4566658071017025,46.88871350356647,1,1,1.0150558409398844,27.92153842657306,0.4,1,1.3019442240290948,28.02204629062694,0.2,1,1.839459048560041,22.26629953368106,0.0,1,1.145113440334455,21.793082358164376,0.4,1,1.4638586771802702,21.833617146615065,0.2
2018-07-12,6379.13,6380.0,6072.0,6243.88,7792.46685782,2018-07-12 00:00:00,6335.493176143842,6379.13,0,1,1.0062984479335753,55.93157318511041,1,,1,1.6384383355742242,28.607188320769673,0.2,1,1.4566658071017025,46.88871350356647,1,1,1.0150558409398844,27.92153842657306,0.4,1,1.3019442240290948,28.02204629062694,0.3,1,1.839459048560041,22.26629953368106,0.2,1,1.145113440334455,21.793082358164376,0.4,1,1.4638586771802702,21.833617146615065,0.3
2018-07-13,6243.53,6337.25,6121.01,6215.59,5901.29571452,2018-07-13 00:00:00,6211.691376686342,6243.53,0,1,1.0062984479335753,55.93157318511041,1,,1,1.6384383355742242,28.607188320769673,0.0,1,1.4566658071017025,46.88871350356647,1,1,1.0150558409398844,27.92153842657306,0.4,1,1.3019442240290948,28.02204629062694,0.2,1,1.839459048560041,22.26629953368106,0.0,1,1.145113440334455,21.793082358164376,0.4,1,1.4638586771802702,21.833617146615065,0.2
2018-07-14,6208.78,6317.84,6180.0,6243.98,2584.7339623,2018-07-14 00:00:00,6143.523000398008,6208.78,0,1,1.0062984479335753,55.93157318511041,1,,1,1.6384383355742242,28.607188320769673,0.0,1,1.4566658071017025,46.88871350356647,1,1,1.0150558409398844,27.92153842657306,0.4,1,1.3019442240290948,28.02204629062694,0.2,1,1.839459048560041,22.26629953368106,0.0,1,1.145113440334455,21.793082358164376,0.4,1,1.4638586771802702,21.833617146615065,0.2
2018-07-15,6245.99,6397.21,6227.76,6349.3,3556.29310719,2018-07-15 00:00:00,6211.371905422323,6245.99,0,1,1.0062984479335753,55.93157318511041,1,,1,1.6384383355742242,28.607188320769673,0.0,1,1.4566658071017025,46.88871350356647,1,1,1.0150558409398844,27.92153842657306,0.4,1,1.3019442240290948,28.02204629062694,0.2,1,1.839459048560041,22.26629953368106,0.0,1,1.145113440334455,21.793082358164376,0.4,1,1.4638586771802702,21.833617146615065,0.2
2018-07-16,6353.25,6755.0,6333.63,6721.04,9404.05647649,2018-07-16 00:00:00,6362.5869642493,6353.25,1,1.0578900562704128,1.064553121709279,53.380449477047875,1,,1.0115780112540826,1.657408193062623,27.780601543686945,0.2,1.0578900562704128,1.5409922726420062,43.81409813969392,1,1.023156022508165,1.0385604968397328,26.25248794802487,0.4,1.0173670168811237,1.3245551113460896,26.772003953487523,0.3,1.0115780112540826,1.8607563261256934,21.366297874860525,0.2,1.023156022508165,1.1716297129332418,19.982121212955825,0.4,1.0173670168811237,1.4892815355384394,20.476100256063944,0.3
2018-07-17,6721.21,7468.31,6657.95,7310.71,12703.29651293,2018-07-17 00:00:00,6660.403573363515,6721.21,0,1,1.064553121709279,53.380449477047875,1,,1,1.657408193062623,27.780601543686945,0.6,1,1.5409922726420062,43.81409813969392,1,1,1.0385604968397328,26.25248794802487,0.4,1,1.3245551113460896,26.772003953487523,0.5,1,1.8607563261256934,21.366297874860525,0.6,1,1.1716297129332418,19.982121212955825,0.4,1,1.4892815355384394,20.476100256063944,0.5
2018-07-18,7310.71,7599.98,7239.15,7378.1,13347.87429603,2018-07-18 00:00:00,7294.678602882344,7310.71,0,1,1.064553121709279,53.380449477047875,1,,1,1.657408193062623,27.780601543686945,0.8,1,1.5409922726420062,43.81409813969392,1,1,1.0385604968397328,26.25248794802487,0.4,1,1.3245551113460896,26.772003953487523,0.6,1,1.8607563261256934,21.366297874860525,0.8,1,1.1716297129332418,19.982121212955825,0.4,1,1.4892815355384394,20.476100256063944,0.6
2018-07-19,7384.92,7570.9,7278.84,7471.42,8803.25309749,2018-07-19 00:00:00,7415.053317606626,7384.92,1,1.0117130585030034,1.0770222947034147,52.83439195438881,1,,1.0093704468024027,1.6729388483655827,27.10387351235054,0.8,1.0117130585030034,1.5590420052841383,43.155989384160144,1,1.0046852234012014,1.0434263847830896,25.906964378778586,0.4,1.007027835101802,1.333863866251879,26.25736967243722,0.6,1.0093704468024027,1.8781924442918885,20.62946495222093,0.8,1.0046852234012014,1.1771190598818195,19.607219574748267,0.4,1.007027835101802,1.499747960590362,19.91721940201133,0.6
2018-07-20,7474.35,7696.88,7265.0,7330.84,9379.17143244,2018-07-20 00:00:00,7499.302083006452,7474.35,1,0.9807996681985724,1.0563431092875744,53.739987278480626,1,,0.984639734558858,1.647242063587889,28.223577364831893,0.8,0.9807996681985724,1.5291078814903198,44.24741324890814,1,0.992319867279429,1.0354127316638098,26.47600872601957,0.4,0.9884798009191434,1.3184974889658962,27.106899454556753,0.6,0.984639734558858,1.8493429097980179,21.848617438760275,0.8,0.992319867279429,1.1680786292740133,20.22464679818993,0.4,0.9884798009191434,1.4824705655132524,20.83978897744872,0.6
2018-07-21,7330.84,7458.0,7212.0,7409.92,4049.81022253,2018-07-21 00:00:00,7322.662695109985,7330.84,0,1,1.0563431092875744,53.739987278480626,1,,1,1.647242063587889,28.223577364831893,0.8,1,1.5291078814903198,44.24741324890814,1,1,1.0354127316638098,26.47600872601957,0.4,1,1.3184974889658962,27.106899454556753,0.6,1,1.8493429097980179,21.848617438760275,0.8,1,1.1680786292740133,20.22464679818993,0.4,1,1.4824705655132524,20.83978897744872,0.6
2018-07-22,7398.16,7581.03,7336.15,7396.6,5107.9788128,2018-07-22 00:00:00,7424.393001536048,7398.16,1,0.9997891367583291,1.0561203653552333,53.74974181472282,1,,0.9998313094066633,1.6469641893468132,28.235685372153807,0.8,0.9997891367583291,1.5287854488455643,44.25916942008201,1,0.9999156547033317,1.0353253994697833,26.48221012887582,0.4,0.9998734820549975,1.3183306753731012,27.11612173984263,0.6,0.9998313094066633,1.849030943045281,21.861800841854617,0.8,0.9999156547033317,1.1679801073354952,20.231375474022563,0.4,0.9998734820549975,1.4822830063837769,20.849804164673262,0.6
2018-07-23,7393.5,7800.0,7369.86,7719.62,12572.45317131,2018-07-23 00:00:00,7409.333258936386,7393.5,1,1.0441090146750525,1.102704794049309,51.70968849770347,1,,1.0264654088050316,1.690551769905124,26.336413447914946,0.6,1.0441090146750525,1.5962186686437,41.80049630603279,1,1.017643605870021,1.05359227276525,25.185091219954696,0.4,1.0220545073375262,1.3474058089264032,25.508703711966625,0.5,1.0264654088050316,1.8979663028461273,19.793841457845325,0.6,1.017643605870021,1.1885874880133473,18.823969302092532,0.4,1.0220545073375262,1.5149740278243582,19.104185589856417,0.5
2018-07-24,7712.46,8496.96,7691.14,8403.83,18707.41156484,2018-07-24 00:00:00,7729.901714854245,7712.46,1,1.0896432526068207,1.2015548384530235,47.38078790524104,1,,1.0896432526068207,1.842098329259637,19.732969950701985,1.0,1.0896432526068207,1.7393089019726504,36.58330349480289,1,1.0358573010427283,1.091371248066086,22.502430513344347,0.4,1.0627502768247745,1.4319558964318442,20.834354248856233,0.7,1.0896432526068207,2.0681061755713963,12.603900527028244,1.0,1.0358573010427283,1.2312070273866622,15.913215931903906,0.4,1.0627502768247745,1.6100390674526803,14.027950841654324,0.7
2018-07-25,8394.48,8475.0,8049.22,8174.06,10348.06857767,2018-07-25 00:00:00,8398.396318551278,8394.48,1,0.9737422687289744,1.1700047343975235,48.76244903611832,1,,0.9737422687289744,1.793729006355132,21.84060005565979,1.0,0.9737422687289744,1.69363859622735,38.248482069732546,1,0.9894969074915898,1.0799084748866288,23.31639465483964,0.4,0.981619588110282,1.4056359572475166,22.289451425277758,0.7,0.9737422687289744,2.013802399373294,14.898723821125358,1.0,0.9894969074915898,1.2182755460810153,16.79638720370584,0.4,0.981619588110282,1.5804458862343627,15.608152516187799,0.7
2018-07-26,8174.06,8314.23,7855.97,7926.0,8091.87166049,2018-07-26 00:00:00,8209.320023835702,8174.06,1,0.9696527796468339,1.1344983429085143,50.317366285575815,1,,0.9696527796468339,1.7392943169454074,24.212520588441915,1.0,0.9696527796468339,1.6422413725490117,40.12246899150485,1,0.9878611118587336,1.0667995867071745,24.24724836239356,0.4,0.9787569457527837,1.3757759563558698,23.940260824231515,0.7,0.9696527796468339,1.9526890942117783,17.481311001661307,1.0,0.9878611118587336,1.2034870355018976,17.806386552389295,0.4,0.9787569457527837,1.5468723885382962,17.400893110309227,0.7
2018-07-27,7926.0,8274.98,7798.48,8183.05,8701.76587806,2018-07-27 00:00:00,7891.265655110268,7926.0,0,1,1.1344983429085143,50.317366285575815,1,,1,1.7392943169454074,24.212520588441915,1.0,1,1.6422413725490117,40.12246899150485,1,1,1.0667995867071745,24.24724836239356,0.4,1,1.3757759563558698,23.940260824231515,0.7,1,1.9526890942117783,17.481311001661307,1.0,1,1.2034870355018976,17.806386552389295,0.4,1,1.5468723885382962,17.400893110309227,0.7
2018-07-28,8177.72,8259.0,8051.43,8237.74,2765.6804906,2018-07-28 00:00:00,8262.477472526229,8177.72,1,1.0073394540287512,1.1428249413419858,49.952722879401506,1,,1.0073394540287512,1.7520597876270965,23.656281867345854,1.0,1.0073394540287512,1.6542945276069485,39.68300060531288,1,1.0029357816115005,1.0699314773169857,24.02485482711531,0.4,1.005137617820126,1.3828441674257446,23.54949495284795,0.7,1.0073394540287512,1.9670207660511896,16.87566887724518,1.0,1.0029357816115005,1.2070202106104033,17.56508405344702,0.4,1.005137617820126,1.5548196276871113,16.976530466826265,0.7
2018-07-29,8231.07,8299.99,8109.74,8216.74,3980.2794076,2018-07-29 00:00:00,8290.207260293068,8231.07,1,0.9982590355810362,1.140835323782005,50.03985340813449,1,,0.9982590355810362,1.7490095138769406,23.789193564226203,1.0,0.9982590355810362,1.6514144596958984,39.788010355117684,1,0.9993036142324145,1.0691863922638905,24.077762836903947,0.4,0.9987813249067253,1.3811589296810227,23.64266327921718,0.7,0.9982590355810362,1.9635962528861317,17.020385380080054,1.0,0.9993036142324145,1.2061796589145461,17.622490555664307,0.4,0.9987813249067253,1.5529248077323146,17.077709101303586,0.7
