,Open,Close,Volume,ADX_14,DMP_14,DMN_14,MACD_14_24_9,MACDh_14_24_9,MACDs_14_24_9,RSI_14,target,prediction_close,batch_open,trade,return of rate,cumulative return of rate,mdd,Datetime,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2020-02-10,10173.51,9850.01,7560.66789084,42.377187506231394,30.09385770921588,11.412644629272389,302.0045660307296,24.308310629340212,277.6962554013894,64.80103761474743,10268.98,10144.082670267975,10173.51,0,1,0.7554224004041807,73.95878692600382,2020-02-10,,1,2.166335559847822,22.70927560236224,1.0,1,1.6400128128431828,42.572069974251924,1,1,0.9363022547079473,28.606094431378754,0.4,1,1.458090992122431,24.611323041052778,0.7,1,2.5708679429900103,16.293775572777925,1.0,1,1.2575675199135823,9.781212720173126,0.4,1,1.8355014490897077,10.515652876773357,0.7
2020-02-11,9851.99,10268.98,8127.59636283,42.91813765727647,29.713119726338565,9.917454073674705,317.1586130019041,31.56988608041172,285.58872692149237,70.10358840423088,10348.78,9861.478457907644,9851.99,1,1.0423254591204416,0.7873960003311538,72.85658062659368,2020-02-11,,1.0338603672963533,2.2396884775914203,20.092183285657015,0.8,1.0423254591204416,1.7094271081101773,40.14140646957555,1,1.0169301836481766,0.9521540238303546,27.39738249874141,0.4,1.025395275472265,1.4951196145310084,22.696806822190712,0.6,1.0338603672963533,2.6579184758100722,13.459452068681207,0.8,1.0169301836481766,1.2788583689757012,8.253792083009884,0.4,1.025395275472265,1.8821145140190825,8.243173231123228,0.6
2020-02-12,10270.98,10348.78,6553.40942709,43.617793635638975,30.456627813836157,9.43069510433346,330.11441458156696,35.620550128059676,294.4938644535073,70.9997000341669,10228.67,10073.335155642411,10270.98,0,1,0.7873960003311538,72.85658062659368,2020-02-12,,1,2.2396884775914203,20.092183285657015,1.0,1,1.7094271081101773,40.14140646957555,1,1,0.9521540238303546,27.39738249874141,0.4,1,1.4951196145310084,22.696806822190712,0.7,1,2.6579184758100722,13.459452068681207,1.0,1,1.2788583689757012,8.253792083009884,0.4,1,1.8821145140190825,8.243173231123228,0.7
2020-02-13,10348.78,10228.67,9347.45128374,43.31231093241776,27.882783063314406,12.138138132115651,330.5174199522153,28.818844398966405,301.6985755532489,67.70999622050311,10364.04,10250.163444325055,10348.78,0,1,0.7873960003311538,72.85658062659368,2020-02-13,,1,2.2396884775914203,20.092183285657015,1.0,1,1.7094271081101773,40.14140646957555,1,1,0.9521540238303546,27.39738249874141,0.4,1,1.4951196145310084,22.696806822190712,0.7,1,2.6579184758100722,13.459452068681207,1.0,1,1.2788583689757012,8.253792083009884,0.4,1,1.8821145140190825,8.243173231123228,0.7
2020-02-14,10229.19,10364.04,6190.37749036,43.02864842228378,26.202540553959913,11.40668260891032,334.5329637549203,26.267510561337076,308.2654531935832,69.42922876986991,9899.78,10125.59473916967,10229.19,0,1,0.7873960003311538,72.85658062659368,2020-02-14,,1,2.2396884775914203,20.092183285657015,1.0,1,1.7094271081101773,40.14140646957555,1,1,0.9521540238303546,27.39738249874141,0.4,1,1.4951196145310084,22.696806822190712,0.7,1,2.6579184758100722,13.459452068681207,1.0,1,1.2788583689757012,8.253792083009884,0.4,1,1.8821145140190825,8.243173231123228,0.7
2020-02-15,10364.04,9899.78,5762.30634481,41.10231928992587,22.93486229254908,16.58754728107136,309.4058057335569,0.9122820319789753,308.49352370157794,58.01974782475535,9912.89,10215.72700266538,10364.04,0,1,0.7873960003311538,72.85658062659368,2020-02-15,,1,2.2396884775914203,20.092183285657015,1.0,1,1.7094271081101773,40.14140646957555,1,1,0.9521540238303546,27.39738249874141,0.4,1,1.4951196145310084,22.696806822190712,0.7,1,2.6579184758100722,13.459452068681207,1.0,1,1.2788583689757012,8.253792083009884,0.4,1,1.8821145140190825,8.243173231123228,0.7
2020-02-16,9909.71,9912.89,4133.47675014,38.76136899460716,21.02410928808087,17.791178117438292,286.7699564767008,-17.378853779901704,304.14881025660253,58.228499385690775,9697.15,9844.282342599947,9909.71,0,1,0.7873960003311538,72.85658062659368,2020-02-16,,1,2.2396884775914203,20.092183285657015,0.6,1,1.7094271081101773,40.14140646957555,1,1,0.9521540238303546,27.39738249874141,0.4,1,1.4951196145310084,22.696806822190712,0.5,1,2.6579184758100722,13.459452068681207,0.6,1,1.2788583689757012,8.253792083009884,0.4,1,1.8821145140190825,8.243173231123228,0.5
2020-02-17,9925.96,9697.15,5913.20492551,36.10283769575174,19.108492739261294,18.528161570370294,254.1566264668163,-39.993747031829,294.1503734986453,53.51271100632881,10185.17,9736.299991773305,9925.96,0,1,0.7873960003311538,72.85658062659368,2020-02-17,,1,2.2396884775914203,20.092183285657015,0.6,1,1.7094271081101773,40.14140646957555,1,1,0.9521540238303546,27.39738249874141,0.4,1,1.4951196145310084,22.696806822190712,0.5,1,2.6579184758100722,13.459452068681207,0.6,1,1.2788583689757012,8.253792083009884,0.4,1,1.8821145140190825,8.243173231123228,0.5
2020-02-18,9725.57,10185.17,6754.35394103,34.615233738531224,22.251501437668203,16.353980439425886,251.4696606566231,-34.144570273617774,285.61423093024086,61.17298557743109,9595.72,9572.16719023006,9725.57,0,1,0.7873960003311538,72.85658062659368,2020-02-18,,1,2.2396884775914203,20.092183285657015,0.4,1,1.7094271081101773,40.14140646957555,1,1,0.9521540238303546,27.39738249874141,0.4,1,1.4951196145310084,22.696806822190712,0.4,1,2.6579184758100722,13.459452068681207,0.4,1,1.2788583689757012,8.253792083009884,0.4,1,1.8821145140190825,8.243173231123228,0.4
2020-02-19,10190.3,9595.72,9936.8206814,32.23038070903364,18.8226966234688,18.36627954488812,215.2075768702889,-56.32532324796159,271.5329001182505,50.37548181141178,9612.76,9923.358475982575,10190.3,0,1,0.7873960003311538,72.85658062659368,2020-02-19,,1,2.2396884775914203,20.092183285657015,1.0,1,1.7094271081101773,40.14140646957555,1,1,0.9521540238303546,27.39738249874141,0.4,1,1.4951196145310084,22.696806822190712,0.7,1,2.6579184758100722,13.459452068681207,1.0,1,1.2788583689757012,8.253792083009884,0.4,1,1.8821145140190825,8.243173231123228,0.7
2020-02-20,9589.1,9612.76,6608.4910792,30.01587432450016,17.892964898325957,17.459092168535584,184.90786124470287,-69.3000310988381,254.20789234354098,50.64668035869381,9696.13,9646.083884033105,9589.1,1,1.0024673848432073,0.7893388092879728,72.78960736503893,2020-02-20,,1.0009869539372829,2.2418989469526664,20.013317951331107,0.4,1.0024673848432073,1.713644922647296,39.99371228316287,1,1.0009869539372829,0.9530937559930738,27.3257270595415,0.4,1.0009869539372829,1.4965952287212787,22.62051213131933,0.4,1.0009869539372829,2.6605417189147498,13.374040534165779,0.4,1.0009869539372829,1.2801205432781888,8.163242801875443,0.4,1.0009869539372829,1.8839720743491108,8.152613469671104,0.4
2020-02-21,9610.4,9696.13,4271.47074293,28.18197969224956,18.37829266588131,16.84895474601542,163.22293746595824,-72.78796390206622,236.01090136802446,52.02802964220235,9668.13,9449.034309051278,9610.4,0,1,0.7893388092879728,72.78960736503893,2020-02-21,,1,2.2418989469526664,20.013317951331107,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-02-22,9696.13,9668.13,2096.56353593,26.479077533731147,17.88643627452153,16.398027871020965,142.69844690673744,-74.64996356902964,217.34841047576708,51.50661519430517,9965.21,9541.007938818555,9696.13,0,1,0.7893388092879728,72.78960736503893,2020-02-22,,1,2.2418989469526664,20.013317951331107,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-02-23,9664.08,9965.21,3329.22433648,25.864614534439667,22.050264458319504,15.36219109593707,140.65573633384702,-61.35413931353605,202.00987564738307,56.489077690374494,9652.58,9562.067173018022,9664.08,0,1,0.7893388092879728,72.78960736503893,2020-02-23,,1,2.2418989469526664,20.013317951331107,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-02-24,9969.79,9652.58,5877.00770771,24.577797609423957,19.98232021791374,17.07372539228015,120.85308724949937,-64.92543071830698,185.77851796780635,50.59748895972459,9305.4,9785.22100161987,9969.79,0,1,0.7893388092879728,72.78960736503893,2020-02-24,,1,2.2418989469526664,20.013317951331107,1.0,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.7,1,2.6605417189147498,13.374040534165779,1.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.7
2020-02-25,9664.87,9305.4,6280.00295543,23.101190505757856,18.455764901985862,19.955853112813664,85.25840878225245,-80.41608734844311,165.67449613069556,44.98627643413989,8779.36,9645.558867065462,9664.87,0,1,0.7893388092879728,72.78960736503893,2020-02-25,,1,2.2418989469526664,20.013317951331107,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-02-26,9305.4,8779.36,11564.19794381,23.27142365203334,16.244222670840294,27.35533114985385,27.912695457356676,-110.20944053867112,138.1221359960278,38.09305390705063,8816.5,9268.561191436209,9305.4,0,1,0.7893388092879728,72.78960736503893,2020-02-26,,1,2.2418989469526664,20.013317951331107,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-02-27,8778.37,8816.5,9273.9036636,23.64883819121451,15.053955627168742,27.087561624010135,-16.12788871857265,-123.40001977168036,107.27213105310771,38.80600359190275,8703.84,8769.923205629288,8778.37,0,1,0.7893388092879728,72.78960736503893,2020-02-27,,1,2.2418989469526664,20.013317951331107,0.2,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.3,1,2.6605417189147498,13.374040534165779,0.2,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.3
2020-02-28,8816.5,8703.84,6546.98122765,24.198225217688996,13.897724955177585,26.58516722952276,-57.07941702184689,-131.4812384599637,74.4018214381168,37.39900994296149,8527.74,8683.107360875905,8816.5,0,1,0.7893388092879728,72.78960736503893,2020-02-28,,1,2.2418989469526664,20.013317951331107,0.2,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.3,1,2.6605417189147498,13.374040534165779,0.2,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.3
2020-02-29,8710.0,8527.74,2338.06785643,24.70837031370102,13.257197112088257,25.359891878440827,-98.5145884740923,-138.33312792976727,39.81853945567498,35.247721900580274,8528.95,8680.181317721435,8710.0,0,1,0.7893388092879728,72.78960736503893,2020-02-29,,1,2.2418989469526664,20.013317951331107,0.2,1,1.713644922647296,39.99371228316287,1,1,0.9530937559930738,27.3257270595415,0.4,1,1.4965952287212787,22.62051213131933,0.3,1,2.6605417189147498,13.374040534165779,0.2,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.3
2020-03-01,8525.0,8528.95,4156.57173933,25.42793421327445,12.491002087414756,25.814535722944076,-130.43687623496044,-136.20433255250833,5.767456317547897,35.27527176026468,8917.34,8573.986203420704,8525.0,1,1.0004633431085044,0.7897045439855315,72.77699961713182,2020-03-01,,1.0000926686217009,2.242106700638073,20.005905695751235,0.2,1,1.713644922647296,39.99371228316287,1,1.0001853372434018,0.9532703997625129,27.312257810128493,0.4,1.0001390029325514,1.4968032598469134,22.609756155586258,0.3,1,2.6605417189147498,13.374040534165779,0.2,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.3
2020-03-02,8516.0,8917.34,6186.86088929,25.179187969022973,15.176153476339959,23.70988360966288,-133.78412032978486,-111.6412613178662,-22.142859011918656,43.57399022408369,8755.45,8502.681887874813,8516.0,0,1,0.7897045439855315,72.77699961713182,2020-03-02,,1,2.242106700638073,20.005905695751235,0.2,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.3,1,2.6605417189147498,13.374040534165779,0.2,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.3
2020-03-03,8917.34,8755.45,4629.97228611,24.948209313646597,14.50099010217897,22.65506790528685,-143.66009233787372,-97.21378666076404,-46.44630567710968,41.20260485572633,8753.28,8792.136935066035,8917.34,0,1,0.7897045439855315,72.77699961713182,2020-03-03,,1,2.242106700638073,20.005905695751235,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-03-04,8755.45,8753.28,3353.2325223,24.73372913365425,14.022974923988984,21.908259153240007,-150.11789303405385,-82.93726988555534,-67.18062314849851,41.170261667687356,9066.65,8696.673359082859,8755.45,0,1,0.7897045439855315,72.77699961713182,2020-03-04,,1,2.242106700638073,20.005905695751235,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-03-05,8757.79,9066.65,6448.68567336,23.273866830419596,18.6274910445759,20.29966824400213,-136.9525885967778,-55.81757235862341,-81.13501623815438,47.57076384999375,9153.79,8617.193996734404,8757.79,0,1,0.7897045439855315,72.77699961713182,2020-03-05,,1,2.242106700638073,20.005905695751235,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-03-06,9059.0,9153.79,4136.42339429,21.85029172696134,18.297490353416233,19.563491694926505,-120.34715824709019,-31.369713607148654,-88.97744463994154,49.22505304450922,8893.93,8852.642187279373,9059.0,0,1,0.7897045439855315,72.77699961713182,2020-03-06,,1,2.242106700638073,20.005905695751235,0.6,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.5,1,2.6605417189147498,13.374040534165779,0.6,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.5
2020-03-07,9154.1,8893.93,2805.5915714,20.968304162737784,17.084561195508634,20.67240390147586,-119.68259209363714,-24.564117962956473,-95.11847413068067,44.69594587831295,8033.7,8910.252011313274,9154.1,0,1,0.7897045439855315,72.77699961713182,2020-03-07,,1,2.242106700638073,20.005905695751235,0.6,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.5,1,2.6605417189147498,13.374040534165779,0.6,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.5
2020-03-08,8901.12,8033.7,9068.89040196,22.168406654023038,14.481269485740485,32.05965533930196,-163.7550303649532,-54.90924498741802,-108.84578537753518,33.656348519782405,7936.25,8712.953857026389,8901.12,0,1,0.7897045439855315,72.77699961713182,2020-03-08,,1,2.242106700638073,20.005905695751235,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-03-09,8035.79,7936.25,12177.39425093,23.828512439360956,13.157766385147955,35.04790976546216,-202.3460674893886,-74.80022568948272,-127.54584179990587,32.67185945581807,7885.92,8028.053857474399,8035.79,0,1,0.7897045439855315,72.77699961713182,2020-03-09,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-10,7937.2,7885.92,8274.9537573,25.370039240031883,12.236921341177585,32.595085094135264,-233.64189637005256,-84.87684365611736,-148.7650527139352,32.148814956398915,7934.57,7895.382122412969,7937.2,0,1,0.7897045439855315,72.77699961713182,2020-03-10,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,1,0.9532703997625129,27.312257810128493,0.4,1,1.4968032598469134,22.609756155586258,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-11,7893.63,7934.57,7289.61145281,27.009093860795794,11.43145876618398,32.805196996597665,-253.50825703628834,-83.7945634578825,-169.71369357840584,33.26102022486619,4841.67,7919.578563224152,7893.63,1,1.005186460475092,0.7938003153899129,72.63580860163266,2020-03-11,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,1.0020745841900367,0.9552480394626902,27.16146096937192,0.4,1.0010372920950183,1.4983558820361502,22.52947986741491,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-12,7956.29,4841.67,58513.38918903,30.495223387362024,7.278971784132177,52.914899326263445,-431.59894719911244,-209.50820289656528,-222.09074430254717,15.672419771546672,5622.74,7951.84006889515,7956.29,0,1,0.7938003153899129,72.63580860163266,2020-03-12,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,1,0.9552480394626902,27.16146096937192,0.4,1,1.4983558820361502,22.52947986741491,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-13,4841.67,5622.74,54419.64133553,34.00642436774394,5.766886108165304,50.91580139336496,-527.3358020521464,-244.19604619967936,-283.13975585246703,26.2751642025281,5169.37,6043.474392687276,4841.67,1,1.1613224362668253,0.921858116177988,68.22135057877634,2020-03-13,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,1.0645289745067301,1.0168892158487821,22.461264741157052,0.4,1.032264487253365,1.5466995662931102,20.029933258085553,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-14,5623.16,5169.37,15370.8681496,37.26682527809857,5.420167255841574,47.85462281394841,-622.2248057664101,-271.2680399311544,-350.9567658352557,24.360541935785204,5343.64,5681.2990917555235,5623.16,1,0.9192998242980815,0.8474640042301848,70.78589317063877,2020-03-14,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,0.9677199297192326,0.9840639604934289,24.964220564794324,0.4,0.9838599648596164,1.5217357809415233,21.320652945478876,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-15,5167.38,5343.64,16589.30386378,39.56658248429882,7.893779244814444,43.80671136976482,-681.9515067997409,-264.79579277158814,-417.1557140281527,26.57534005491949,5033.42,5060.063852143956,5167.38,0,1,0.8474640042301848,70.78589317063877,2020-03-15,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,1,0.9840639604934289,24.964220564794324,0.4,1,1.5217357809415233,21.320652945478876,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-16,5353.04,5033.42,34905.46359769,41.957137814343035,7.204626448717066,46.230972893370215,-738.8445136844521,-257.35103972503947,-481.4934739594126,25.162874595495243,5324.99,5375.357194328636,5353.04,1,0.9402918715346794,0.7968635145958739,72.53021281420587,2020-03-16,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,0.9761167486138718,0.9605613135449353,26.756318947999414,0.4,0.9880583743069359,1.503563781841777,22.26021225777865,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-17,5051.41,5324.99,17517.84242049,43.6832816757957,8.852449242254332,43.41008244018986,-760.7757963612285,-223.4258579214527,-537.3499384397758,28.98334587953978,5406.92,5060.448672481311,5051.41,1,1.0541591357660534,0.8400209538698863,71.04247288054584,2020-03-17,,1,2.242106700638073,20.005905695751235,0.0,1,1.713644922647296,39.99371228316287,1,1.0216636543064213,0.9813705817816948,25.169593161559096,0.4,1.0108318271532106,1.519850124840515,21.418148314027626,0.2,1,2.6605417189147498,13.374040534165779,0.0,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.2
2020-03-18,5340.95,5406.92,22559.23112903,45.28612954714461,8.461628789107616,41.4936017435899,-765.7777972543254,-182.74228705163966,-583.0355102026857,30.063751846183024,6181.18,5072.670907968225,5340.95,0,1,0.8400209538698863,71.04247288054584,2020-03-18,,1,2.242106700638073,20.005905695751235,0.2,1,1.713644922647296,39.99371228316287,1,1,0.9813705817816948,25.169593161559096,0.4,1,1.519850124840515,21.418148314027626,0.3,1,2.6605417189147498,13.374040534165779,0.2,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.3
2020-03-19,5413.0,6181.18,24783.73487365,44.717834584594634,16.837625014681695,36.89661795285263,-720.3038961290413,-109.81470874108447,-610.4891873879568,39.44022606613326,6210.14,5286.3172835925625,5413.0,0,1,0.8400209538698863,71.04247288054584,2020-03-19,,1,2.242106700638073,20.005905695751235,0.2,1,1.713644922647296,39.99371228316287,1,1,0.9813705817816948,25.169593161559096,0.4,1,1.519850124840515,21.418148314027626,0.3,1,2.6605417189147498,13.374040534165779,0.2,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.3
2020-03-20,6192.94,6210.14,30082.50248252,43.03047358924049,20.903941934955043,32.080999003197896,-674.8182640731056,-51.46326134811898,-623.3550027249867,39.76552212496436,6187.78,5898.4209730628045,6192.94,0,1,0.8400209538698863,71.04247288054584,2020-03-20,,1,2.242106700638073,20.005905695751235,0.4,1,1.713644922647296,39.99371228316287,1,1,0.9813705817816948,25.169593161559096,0.4,1,1.519850124840515,21.418148314027626,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-03-21,6207.66,6187.78,11796.72656887,41.46363837926879,19.777129608653308,30.3516952561171,-632.5455252970587,-7.352418057657587,-625.1931072394011,39.58870522201415,5813.15,6343.596364351501,6207.66,1,0.9967975050179939,0.837330790980338,71.13520921583721,2020-03-21,,0.9987190020071975,2.2392345664549067,20.108377969991032,0.4,1,1.713644922647296,39.99371228316287,1,0.9987190020071975,0.980113448036237,25.26545076251973,0.4,0.9987190020071975,1.5179031998812338,21.51881150830805,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-03-22,6199.17,5813.15,10813.38456907,40.18028317462823,18.49010795377015,29.847936598331163,-612.0731759764558,10.495945010356309,-622.5691209868121,36.648430520037,6493.51,6106.889195827072,6199.17,0,1,0.837330790980338,71.13520921583721,2020-03-22,,1,2.2392345664549067,20.108377969991032,0.4,1,1.713644922647296,39.99371228316287,1,1,0.980113448036237,25.26545076251973,0.4,1,1.5179031998812338,21.51881150830805,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-03-23,5816.57,6493.51,19053.80456405,38.626524075157484,18.81661459492861,27.318174775965073,-552.9352422410802,55.70710299658549,-608.6423452376657,44.683541514319316,6768.64,5832.381467744232,5816.57,1,1.1163813037580568,0.9347804401113947,67.7758872316728,2020-03-23,,1.0232762607516113,2.2913555741077323,18.248799743751373,0.2,1,1.713644922647296,39.99371228316287,1,1.0465525215032228,1.0257402004015417,21.786369052108277,0.4,1.034914391127417,1.570899865895445,18.77868859716458,0.3,1,2.6605417189147498,13.374040534165779,0.2,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.3
2020-03-24,6494.7,6768.64,19719.09402414,36.74126429212182,20.39053639490038,26.074559069898065,-485.21102049217006,98.74505979639662,-583.9560802885667,47.579039928500606,6692.22,6216.57570833066,6494.7,0,1,0.9347804401113947,67.7758872316728,2020-03-24,,1,2.2913555741077323,18.248799743751373,0.4,1,1.713644922647296,39.99371228316287,1,1,1.0257402004015417,21.786369052108277,0.4,1,1.570899865895445,18.77868859716458,0.4,1,2.6605417189147498,13.374040534165779,0.4,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.4
2020-03-25,6768.64,6692.22,16675.73512097,34.829206900145266,20.273314342961736,24.764714073933742,-430.1123901324545,123.07495212488982,-553.1873422573443,46.845555122204445,6760.72,6598.868806385627,6768.64,0,1,0.9347804401113947,67.7758872316728,2020-03-25,,1,2.2913555741077323,18.248799743751373,0.6,1,1.713644922647296,39.99371228316287,1,1,1.0257402004015417,21.786369052108277,0.4,1,1.570899865895445,18.77868859716458,0.5,1,2.6605417189147498,13.374040534165779,0.6,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.5
2020-03-26,6695.47,6760.72,7393.70723365,33.053725036167044,19.729831022238262,24.100826126754477,-377.9392166975622,140.19850044782572,-518.1377171453879,47.62496869573027,6376.03,6653.421122147689,6695.47,0,1,0.9347804401113947,67.7758872316728,2020-03-26,,1,2.2913555741077323,18.248799743751373,0.6,1,1.713644922647296,39.99371228316287,1,1,1.0257402004015417,21.786369052108277,0.4,1,1.570899865895445,18.77868859716458,0.5,1,2.6605417189147498,13.374040534165779,0.6,1,1.2801205432781888,8.163242801875443,0.4,1,1.8839720743491108,8.152613469671104,0.5
