,Open,Close,Volume,ADX_14,DMP_14,DMN_14,MACD_14_24_9,MACDh_14_24_9,MACDs_14_24_9,RSI_14,target,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,Datetime,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2021-07-31,42236.72,41490.13,1507.86822076,31.968613767298894,33.56389874027579,10.22353116130872,1261.4314518285391,791.4603463547635,469.9711054737757,70.9885760841701,39839.0,42191.66278062077,42236.72,0,1,5.98261288117858,28.564221875078765,2021-07-31,,1,4.723404559620534,11.808078991108571,1.0,1,4.624124341733653,21.628497909107303,1,1,1.8210451432320753,9.886511068385081,0.4,1,3.010685068982201,10.696524705765535,0.7,1,4.61784422767725,15.524670434576738,1.0,1,1.729311788420629,5.8292559992919175,0.4,1,2.8929157733528297,9.883200242794674,0.7
2021-08-01,41489.16,39839.0,2042.01706796,32.2447913070445,30.143230658685265,14.238863231266627,1296.8020402610055,661.4647478297838,635.3372924312216,63.20146019884688,39165.55,41751.49663986135,41489.16,1,0.9602267194611797,5.744664740700305,31.40545711895018,2021-08-01,,0.9602267194611797,4.535539264972404,15.315761006652687,1.0,0.9602267194611797,4.440207747043493,24.745589648017116,1,0.9840906877844718,1.7920735674898252,11.320154698628679,0.4,0.9721587036228257,2.9268636936783343,13.182849228943969,0.7,0.9602267194611797,4.434177413725271,18.884531415991617,1.0,0.9840906877844718,1.701799627260652,7.327447767167755,0.4,0.9721587036228257,2.8123732479127113,12.392168773397492,0.7
2021-08-02,39875.2,39165.55,2407.96526999,31.977187382088857,28.41166863397332,15.809399808331747,1275.2543010083755,511.9336068617231,763.3206941466524,60.29618817134146,38177.07,40166.50633801653,39875.2,1,0.9822032240590645,5.642428229454269,32.62621882937512,2021-08-02,,0.9893219344354387,4.487108479330386,16.220024862908634,0.6,0.9822032240590645,4.3611863646381535,26.08487552761858,1,0.9928812896236258,1.7793163147897093,11.951440833550816,0.4,0.9911016120295322,2.900819324995308,13.955381918995432,0.5,0.9893219344354387,4.3868289765766155,19.750687707831773,0.6,0.9928812896236258,1.6896850085955617,7.987156826352702,0.4,0.9911016120295322,2.787347659635019,13.171737244903072,0.5
2021-08-03,39157.52,38177.07,3279.64493738,31.026830666740217,26.42437793749045,18.109016428492787,1191.7519243668503,342.74498417615825,849.006940190692,56.21173524459847,39741.12,39395.75306883488,39157.52,1,0.9749613867272494,5.5011496510977125,34.31316488082932,2021-08-03,,0.9849768320363497,4.419697894974286,17.47866550138361,0.6,0.9749613867272494,4.251988305843586,27.935607744289758,1,0.9899845546908997,1.761495669551343,12.83328636242747,0.4,0.9874806933636247,2.8645030783689682,15.032600877161334,0.5,0.9849768320363497,4.320924908033697,20.956286605364443,0.6,0.9899845546908997,1.6727620608023663,8.90870642489318,0.4,0.9874806933636247,2.752451999581865,14.258766891037903,0.5
2021-08-04,38173.75,39741.12,4080.83535873,30.225821763826513,24.887890688203765,16.656769329430226,1195.8766755314282,277.4957882725889,918.3808872588393,60.74308546543488,40894.67,38443.473422401046,38173.75,1,1.041058842791185,5.727020489792916,31.6161394442208,2021-08-04,,1.016423537116474,4.492284967395999,16.12337330134461,0.4,1.041058842791185,4.426570025243175,24.976727191820245,1,1.016423537116474,1.790425659060728,11.401700605679729,0.4,1.016423537116474,2.911548350996815,13.637135643977134,0.4,1.016423537116474,4.391889778638285,19.658109244603715,0.4,1.016423537116474,1.7002347305949836,7.41266518387478,0.4,1.016423537116474,2.797656997158311,12.850592566660612,0.4
2021-08-05,39742.77,40894.67,5804.4070686,30.091500279131452,26.12282570173417,14.58426903714218,1247.9321259209974,263.6409909297264,984.291134991271,63.724699266536746,42856.59,39601.5849053361,39742.77,0,1,5.727020489792916,31.6161394442208,2021-08-05,,1,4.492284967395999,16.12337330134461,0.8,1,4.426570025243175,24.976727191820245,1,1,1.790425659060728,11.401700605679729,0.4,1,2.911548350996815,13.637135643977134,0.6,1,4.391889778638285,19.658109244603715,0.8,1,1.7002347305949836,7.41266518387478,0.4,1,2.797656997158311,12.850592566660612,0.6
2021-08-06,40893.77,42856.59,2937.38483944,30.66820479395399,29.242751378513987,13.08732417814339,1380.7621290217794,317.17679522440676,1063.5853337973726,68.15475666785943,44612.94,40779.88815561497,40893.77,0,1,5.727020489792916,31.6161394442208,2021-08-06,,1,4.492284967395999,16.12337330134461,1.0,1,4.426570025243175,24.976727191820245,1,1,1.790425659060728,11.401700605679729,0.4,1,2.911548350996815,13.637135643977134,0.7,1,4.391889778638285,19.658109244603715,1.0,1,1.7002347305949836,7.41266518387478,0.4,1,2.797656997158311,12.850592566660612,0.7
2021-08-07,42857.09,44612.94,4886.93838098,31.616430809671233,31.13665719546631,12.125713844965496,1565.6157887845693,401.6243639897573,1163.991424794812,71.50917906486971,43858.42,42741.29727792321,42857.09,0,1,5.727020489792916,31.6161394442208,2021-08-07,,1,4.492284967395999,16.12337330134461,1.0,1,4.426570025243175,24.976727191820245,1,1,1.790425659060728,11.401700605679729,0.4,1,2.911548350996815,13.637135643977134,0.7,1,4.391889778638285,19.658109244603715,1.0,1,1.7002347305949836,7.41266518387478,0.4,1,2.797656997158311,12.850592566660612,0.7
2021-08-08,44624.4,43858.42,3647.1306298,32.66234108526643,30.9935976920386,11.388150683598608,1656.0648050884047,393.658704234874,1262.4061008535307,68.18629897010851,46292.89,44515.069955847364,44624.4,0,1,5.727020489792916,31.6161394442208,2021-08-08,,1,4.492284967395999,16.12337330134461,1.0,1,4.426570025243175,24.976727191820245,1,1,1.790425659060728,11.401700605679729,0.4,1,2.911548350996815,13.637135643977134,0.7,1,4.391889778638285,19.658109244603715,1.0,1,1.7002347305949836,7.41266518387478,0.4,1,2.797656997158311,12.850592566660612,0.7
2021-08-09,43836.05,46292.89,4961.58828106,33.9448325003969,31.055558109993967,10.182167463514304,1840.3565295003864,462.36034291748456,1377.9961865829018,72.60892580342319,45609.7,44051.17219193235,43836.05,1,1.0560461081689614,6.047997699649708,27.78349019850043,2021-08-09,,1.0560461081689614,4.744060056604474,11.42241480854417,1.0,1.0560461081689614,4.674662047695437,20.771964728823505,1,1.0224184432675845,1.8305642151232084,9.415464657103694,0.4,1.039232275718273,3.0257750186702053,10.248923937741829,0.7,1.0560461081689614,4.638038108238002,15.155258944827896,1.0,1.0224184432675845,1.738351346444404,5.337001271002629,0.4,1.039232275718273,2.9074154478359815,9.43152298555173,0.7
2021-08-10,46282.3,45609.7,2390.08850832,35.19504643522941,29.825105535138437,9.561534749018922,1931.2311947835333,442.58800656050494,1488.6431882230283,69.68137416053656,45539.85,46114.48511050178,46282.3,0,1,6.047997699649708,27.78349019850043,2021-08-10,,1,4.744060056604474,11.42241480854417,1.0,1,4.674662047695437,20.771964728823505,1,1,1.8305642151232084,9.415464657103694,0.4,1,3.0257750186702053,10.248923937741829,0.7,1,4.638038108238002,15.155258944827896,1.0,1,1.738351346444404,5.337001271002629,0.4,1,2.9074154478359815,9.43152298555173,0.7
2021-08-11,45596.21,45539.85,2606.12636675,36.36375379810221,28.63929571513288,9.154148672204308,1979.3634618249343,392.5762188815247,1586.7872429434096,69.37339799080789,44444.45,45706.690870585604,45596.21,1,0.9987639323531495,6.0405219653649445,27.872754689834522,2021-08-11,,0.9987639323531495,4.7381960774537895,11.531902695835475,1.0,0.9987639323531495,4.668883849178321,20.86989593994573,1,0.9995055729412599,1.8296591346424902,9.46025210248062,0.4,0.9991347526472046,3.0231569748451466,10.32658081871523,0.7,0.9987639323531495,4.63230517938755,15.260132784251601,1.0,0.9995055729412599,1.7374918585011245,5.383805219035731,0.4,0.9991347526472046,2.904899814316265,9.509887120535192,0.7
2021-08-12,45536.8,44444.45,2463.50628392,36.191465488533105,26.568647017812534,13.10034345246828,1938.2063791531546,281.1353089677957,1657.0710701853588,64.55480762965146,47860.58,45537.8495359404,45536.8,1,0.9760117092110117,5.895620167942499,29.602964024143468,2021-08-12,,0.9760117092110117,4.624534852132584,13.654101139516294,1.0,0.9760117092110117,4.55688530574422,22.768091886301224,1,0.9904046836844047,1.8121029764958771,10.329009622691574,0.4,0.9832081964477082,2.972392716815806,11.832359257469685,0.7,0.9760117092110117,4.521184095721065,17.29289736044323,1.0,0.9904046836844047,1.7208200745230346,6.291677536537062,0.4,0.9832081964477082,2.856121307295177,11.02937931943188,0.7
2021-08-13,44413.35,47860.58,2934.74203072,36.59750161931193,28.616201622007868,11.723542107503464,2066.909863858549,327.87103493855216,1739.038828919997,71.25936029684563,47119.73,44534.7687723962,44413.35,1,1.077616977778078,6.35322038750568,24.138958847162854,2021-08-13,,1.0620935822224624,4.911688787214121,8.29257496905043,0.8,1.077616977778078,4.910576971257418,16.773584590481715,1,1.031046791111231,1.8683629590791848,7.545013115710061,0.4,1.0465701866668469,3.110817600485094,7.726375770114558,0.6,1.0620935822224624,4.80192061211161,12.157317082312268,0.8,1.031046791111231,1.7742460159167643,3.382334823630049,0.4,1.0465701866668469,2.9891314097190724,6.886000906472592,0.6
2021-08-14,47855.0,47119.73,1908.95141153,37.0555872490417,27.5606510381831,10.982829910094384,2107.970403782492,295.14525988999594,1812.8251438924963,68.24454313401911,47028.3,47525.392803587274,47855.0,0,1,6.35322038750568,24.138958847162854,2021-08-14,,1,4.911688787214121,8.29257496905043,1.0,1,4.910576971257418,16.773584590481715,1,1,1.8683629590791848,7.545013115710061,0.4,1,3.110817600485094,7.726375770114558,0.7,1,4.80192061211161,12.157317082312268,1.0,1,1.7742460159167643,3.382334823630049,0.4,1,2.9891314097190724,6.886000906472592,0.7
2021-08-15,47130.97,47028.3,1726.79562797,37.08539924424551,26.006283804836617,11.828479797105077,2113.348056641502,240.41833019920455,1872.9297264422974,67.86295492768795,45930.51,47168.92109282598,47130.97,1,0.997821602228853,6.339380546373932,24.304214370127088,2021-08-15,,0.997821602228853,4.900989175307486,8.492350219335487,1.0,0.997821602228853,4.899879781328186,16.954884828310362,1,0.9991286408915412,1.866734943996884,7.625574610654128,0.4,0.998475121560197,3.1060739817959546,7.867081830265193,0.7,0.997821602228853,4.791460118952961,12.34867338699174,1.0,0.9991286408915412,1.7727000104901485,3.466523506219504,0.4,0.998475121560197,2.984573347678654,7.0279884361341445,0.7
2021-08-16,47024.96,45930.51,2410.15099528,37.34327872251058,26.069599147614195,10.988529757891712,2036.5446592502412,130.89194624635502,1905.6527130038862,63.28724546799975,44694.35,46942.351101497035,47024.96,0,1,6.339380546373932,24.304214370127088,2021-08-16,,1,4.900989175307486,8.492350219335487,1.0,1,4.899879781328186,16.954884828310362,1,1,1.866734943996884,7.625574610654128,0.4,1,3.1060739817959546,7.867081830265193,0.7,1,4.791460118952961,12.34867338699174,1.0,1,1.7727000104901485,3.466523506219504,0.4,1,2.984573347678654,7.0279884361341445,0.7
2021-08-17,45930.48,44694.35,3286.2732645,36.62446751449735,23.975053435990702,13.697900938885091,1887.6550740316015,-14.398111177828014,1902.0531852094296,58.5037081342124,44721.13,46095.16524776843,45930.48,1,0.9730869348632977,6.168768384803027,26.341419979357717,2021-08-17,,0.9784695478906381,4.795468662580027,10.462551290578347,0.8,0.9730869348632977,4.76800899761129,19.189883422210986,1,0.9892347739453191,1.8466391203405856,8.620006181641687,0.4,0.9838521609179786,3.05591759896106,9.354829367027124,0.6,0.9784695478906381,4.6882978163279265,14.235846076955157,0.8,0.9892347739453191,1.753616494150087,4.505728202519271,0.4,0.9838521609179786,2.936378937531849,8.52928551799929,0.6
2021-08-18,44631.47,44721.13,2247.93415783,35.80936992920912,22.6816187929101,13.547207989137672,1750.2337239609406,-121.45556899879125,1871.6892929597318,58.57675434094741,46764.3,44877.28856422677,44631.47,1,1.0020088964132259,6.181160801485279,26.19344752215093,2021-08-18,,1.0012053378479355,4.801248822457623,10.3546284148413,0.6,1.0020088964132259,4.777587433784819,19.02754426886551,1,1.0008035585652904,1.8481230030227356,8.546577004912765,0.4,1.001004448206613,3.058987109912893,9.263780987946713,0.5,1.0012053378479355,4.69394879912834,14.132471296235543,0.6,1.0008035585652904,1.7550256277041956,4.428992962480246,0.4,1.001004448206613,2.9393283780895887,8.437407922880244,0.5
2021-08-19,44734.16,46764.3,2776.2376849,35.51340165463426,23.700920254144275,12.30071072170583,1730.9630077823458,-112.58102814190897,1843.5440359242548,63.81088916208065,49356.0,44733.43442432486,44734.16,0,1,6.181160801485279,26.19344752215093,2021-08-19,,1,4.801248822457623,10.3546284148413,0.6,1,4.777587433784819,19.02754426886551,1,1,1.8481230030227356,8.546577004912765,0.4,1,3.058987109912893,9.263780987946713,0.5,1,4.69394879912834,14.132471296235543,0.6,1,1.7550256277041956,4.428992962480246,0.4,1,2.9393283780895887,8.437407922880244,0.5
2021-08-20,46759.29,49356.0,2815.55159523,36.05523072781621,28.459850542248503,11.316596275847346,1835.3582179996083,-6.548654339717359,1841.9068723393257,69.13797932447987,48884.34,46540.615001002756,46759.29,0,1,6.181160801485279,26.19344752215093,2021-08-20,,1,4.801248822457623,10.3546284148413,1.0,1,4.777587433784819,19.02754426886551,1,1,1.8481230030227356,8.546577004912765,0.4,1,3.058987109912893,9.263780987946713,0.7,1,4.69394879912834,14.132471296235543,1.0,1,1.7550256277041956,4.428992962480246,0.4,1,2.9393283780895887,8.437407922880244,0.7
2021-08-21,49332.31,48884.34,1768.24156609,36.67984584016079,28.34376417229442,10.805124005975486,1873.8636446208402,25.565417825211625,1848.2982267956286,67.19930040582578,49301.86,49234.288856063344,49332.31,0,1,6.181160801485279,26.19344752215093,2021-08-21,,1,4.801248822457623,10.3546284148413,1.0,1,4.777587433784819,19.02754426886551,1,1,1.8481230030227356,8.546577004912765,0.4,1,3.058987109912893,9.263780987946713,0.7,1,4.69394879912834,14.132471296235543,1.0,1,1.7550256277041956,4.428992962480246,0.4,1,2.9393283780895887,8.437407922880244,0.7
2021-08-22,48883.84,49301.86,985.76533304,37.07867980295955,27.088228665735706,10.993534550190727,1906.8451592375495,46.83754595353662,1860.007613284013,68.05328173886784,49561.37,49041.55231547875,48883.84,1,1.008551292206177,6.234017713672147,25.56230612518231,2021-08-22,,1.008551292206177,4.842305704093022,9.588044647485287,1.0,1.008551292206177,4.818441979971673,18.335125139256846,1,1.0034205168824708,1.8544445389554576,8.233759027598321,0.4,1.0059859045443238,3.0772979147551487,8.720642642227702,0.7,1.008551292206177,4.73408812691052,13.398192967267363,1.0,1.0034205168824708,1.7610287224929266,4.102090719433677,0.4,1.0059859045443238,2.956922917185255,7.889322986875752,0.7
2021-08-23,49296.71,49561.37,2419.86814706,37.78156121863049,28.95941038308793,10.46286517732147,1926.64327186007,53.30852686084563,1873.3347449992243,68.60048627698964,47731.33,49291.51392918367,49296.71,0,1,6.234017713672147,25.56230612518231,2021-08-23,,1,4.842305704093022,9.588044647485287,1.0,1,4.818441979971673,18.335125139256846,1,1,1.8544445389554576,8.233759027598321,0.4,1,3.0772979147551487,8.720642642227702,0.7,1,4.73408812691052,13.398192967267363,1.0,1,1.7610287224929266,4.102090719433677,0.4,1,2.956922917185255,7.889322986875752,0.7
2021-08-24,49516.08,47731.33,2217.80305724,37.30709482087602,26.888270836141608,14.11900289131801,1824.2759720912582,-39.24701832637288,1863.522990417631,60.70403167879102,49011.75,49657.583466957,49516.08,1,0.9639561532334546,6.009319734460618,28.245326956861255,2021-08-24,,0.9639561532334546,4.667770379297925,12.846839312075062,1.0,0.9639561532334546,4.644766795592084,21.278641374946574,1,0.9855824612933819,1.8277080130357908,9.556802358778762,0.4,0.9747693072634183,2.9996555566090377,11.0236840609143,0.7,0.9639561532334546,4.563453379884836,16.519655229661108,1.0,0.9855824612933819,1.7356390227229186,5.484702538369994,0.4,0.9747693072634183,2.8823177036159966,10.213339176352418,0.7
2021-08-25,47670.8,49011.75,1902.72053396,36.50351392809464,25.063556206698596,14.701889104745279,1791.4852347066117,-57.63020456881554,1849.1154392754272,63.840254187813294,46856.29,48092.59472559453,47670.8,1,1.0281293789909127,6.178358166748832,26.226912564461774,2021-08-25,,1.02250350319273,4.772811564931386,10.885587882277832,0.8,1.0281293789909127,4.775421201109701,19.064258443502894,1,1.011251751596365,1.8482729295891553,8.539157965338797,0.4,1.0168776273945477,3.0502826254054693,9.521974953554864,0.6,1.02250350319273,4.666147067588949,14.641055024591576,0.8,1.011251751596365,1.7551680018675546,4.421239889275184,0.4,1.0168776273945477,2.9309643878503358,8.69795336997026,0.6
2021-08-26,49022.39,46856.29,2091.1098261,35.193176445919306,22.71308937426008,15.731937918823004,1631.2730442617176,-174.27391601096792,1805.5469602726855,55.770900825995916,49100.49,48927.57037373919,49022.39,0,1,6.178358166748832,26.226912564461774,2021-08-26,,1,4.772811564931386,10.885587882277832,1.0,1,4.775421201109701,19.064258443502894,1,1,1.8482729295891553,8.539157965338797,0.4,1,3.0502826254054693,9.521974953554864,0.7,1,4.666147067588949,14.641055024591576,1.0,1,1.7551680018675546,4.421239889275184,0.4,1,2.9309643878503358,8.69795336997026,0.7
2021-08-27,46857.86,49100.49,1943.55725598,33.976434498185064,20.787123866457257,14.397941943934388,1605.820945274856,-159.78081199826374,1765.6017572731198,61.261206124325234,48935.36,47167.88543277515,46857.86,1,1.04786027360191,6.474056079020026,22.696112415339286,2021-08-27,,1.028716164161146,4.9098684053401715,8.32656379478131,0.6,1.04786027360191,5.003974166359173,15.190651708435462,1,1.019144109440764,1.8836564688296118,6.788221595882805,0.4,1.023930136800955,3.1232763059129987,7.356823436713192,0.5,1.028716164161146,4.800140912781884,12.189873548055512,0.6,1.019144109440764,1.7887691301822342,2.59146964550294,0.4,1.023930136800955,3.001102766610322,6.513082903906471,0.5
2021-08-28,49100.49,48935.36,692.70588551,32.91981491501976,20.516772540566155,13.912032999873746,1559.5914482664084,-164.8082472053693,1724.3996954717777,60.6644841704603,48808.72,48770.45512986816,49100.49,0,1,6.474056079020026,22.696112415339286,2021-08-28,,1,4.9098684053401715,8.32656379478131,1.0,1,5.003974166359173,15.190651708435462,1,1,1.8836564688296118,6.788221595882805,0.4,1,3.1232763059129987,7.356823436713192,0.7,1,4.800140912781884,12.189873548055512,1.0,1,1.7887691301822342,2.59146964550294,0.4,1,3.001102766610322,6.513082903906471,0.7
2021-08-29,48947.1,48808.72,1044.48189034,31.58263568139324,19.303620151264006,14.50327568293357,1499.3413538701643,-180.04667328129085,1679.3880271514552,60.180344415148184,47003.44,48809.18471912822,48947.1,0,1,6.474056079020026,22.696112415339286,2021-08-29,,1,4.9098684053401715,8.32656379478131,1.0,1,5.003974166359173,15.190651708435462,1,1,1.8836564688296118,6.788221595882805,0.4,1,3.1232763059129987,7.356823436713192,0.7,1,4.800140912781884,12.189873548055512,1.0,1,1.7887691301822342,2.59146964550294,0.4,1,3.001102766610322,6.513082903906471,0.7
2021-08-30,48782.56,47003.44,1676.48255108,29.63266722365851,18.036887211391843,16.555278043101026,1339.0273708302848,-272.28852505693635,1611.3158958872211,53.611990821405044,47156.09,48610.414454428654,48782.56,0,1,6.474056079020026,22.696112415339286,2021-08-30,,1,4.9098684053401715,8.32656379478131,1.0,1,5.003974166359173,15.190651708435462,1,1,1.8836564688296118,6.788221595882805,0.4,1,3.1232763059129987,7.356823436713192,0.7,1,4.800140912781884,12.189873548055512,1.0,1,1.7887691301822342,2.59146964550294,0.4,1,3.001102766610322,6.513082903906471,0.7
2021-08-31,46969.05,47156.09,2239.1677032,27.70819947025355,17.114283520083735,16.21761586954151,1205.0620630642952,-325.0030662583408,1530.065129322636,54.06849988659095,48853.49,47070.42050048195,46969.05,1,1.003982196787033,6.499837044336972,22.388273122574486,2021-08-31,,1.0015928787148132,4.917689230215571,8.180539129536239,0.4,1.003982196787033,5.0239009762068445,14.852924194158435,1,1.0015928787148132,1.8866569051248305,6.63974653809301,0.4,1.0015928787148132,3.1282513062611677,7.209254092692857,0.4,1.0015928787148132,4.8077869550699575,12.050002666685165,0.4,1.0015928787148132,1.7916184224554164,2.436309670860026,0.4,1.0015928787148132,3.0058831593282225,6.364169583550596,0.4
2021-09-01,47118.02,48853.49,2194.6300788,26.49999305971566,18.45855314851323,14.8621468011652,1175.9210623328618,-283.3152535918193,1459.236315924681,58.91071748749948,49274.79,46995.086940529465,47118.02,0,1,6.499837044336972,22.388273122574486,2021-09-01,,1,4.917689230215571,8.180539129536239,0.4,1,5.0239009762068445,14.852924194158435,1,1,1.8866569051248305,6.63974653809301,0.4,1,3.1282513062611677,7.209254092692857,0.4,1,4.8077869550699575,12.050002666685165,0.4,1,1.7916184224554164,2.436309670860026,0.4,1,3.0058831593282225,6.364169583550596,0.4
2021-09-02,48830.93,49274.79,2267.93197524,26.11320556015433,21.4916575348799,14.006815773864371,1162.6121464181124,-237.29933560525524,1399.9114820233676,60.03683949112634,50025.04,48495.35775069351,48830.93,0,1,6.499837044336972,22.388273122574486,2021-09-02,,1,4.917689230215571,8.180539129536239,1.0,1,5.0239009762068445,14.852924194158435,1,1,1.8866569051248305,6.63974653809301,0.4,1,3.1282513062611677,7.209254092692857,0.7,1,4.8077869550699575,12.050002666685165,1.0,1,1.7916184224554164,2.436309670860026,0.4,1,3.0058831593282225,6.364169583550596,0.7
2021-09-03,49284.93,50025.04,2226.78294854,26.09950113027516,21.748484728876864,12.794483313152412,1179.6126412336234,-176.23907263179535,1355.8517138654188,62.03241903135907,49943.16,49174.86235846206,49284.93,0,1,6.499837044336972,22.388273122574486,2021-09-03,,1,4.917689230215571,8.180539129536239,1.0,1,5.0239009762068445,14.852924194158435,1,1,1.8866569051248305,6.63974653809301,0.4,1,3.1282513062611677,7.209254092692857,0.7,1,4.8077869550699575,12.050002666685165,1.0,1,1.7916184224554164,2.436309670860026,0.4,1,3.0058831593282225,6.364169583550596,0.7
2021-09-04,50033.5,49943.16,869.28839285,26.086775588244503,20.89485923933924,12.292301335064103,1176.2182342600354,-143.70678368430663,1319.925017944342,61.670473672019604,51809.28,49856.606197860085,50033.5,0,1,6.499837044336972,22.388273122574486,2021-09-04,,1,4.917689230215571,8.180539129536239,1.0,1,5.0239009762068445,14.852924194158435,1,1,1.8866569051248305,6.63974653809301,0.4,1,3.1282513062611677,7.209254092692857,0.7,1,4.8077869550699575,12.050002666685165,1.0,1,1.7916184224554164,2.436309670860026,0.4,1,3.0058831593282225,6.364169583550596,0.7
2021-09-05,49965.32,51809.28,986.487083,26.737480211989286,23.618985445680835,11.321210390042923,1260.4918326009793,-47.546548274690394,1308.0383808756696,66.47199076853445,52708.2,49808.12515200711,49965.32,0,1,6.499837044336972,22.388273122574486,2021-09-05,,1,4.917689230215571,8.180539129536239,1.0,1,5.0239009762068445,14.852924194158435,1,1,1.8866569051248305,6.63974653809301,0.4,1,3.1282513062611677,7.209254092692857,0.7,1,4.8077869550699575,12.050002666685165,1.0,1,1.7916184224554164,2.436309670860026,0.4,1,3.0058831593282225,6.364169583550596,0.7
2021-09-06,51809.28,52708.2,2057.32862241,27.732937674383024,25.24669957080947,10.647239986276631,1362.183135463747,43.315803670461946,1318.867331793285,68.51784921288504,46866.82,51537.50871199142,51809.28,0,1,6.499837044336972,22.388273122574486,2021-09-06,,1,4.917689230215571,8.180539129536239,1.0,1,5.0239009762068445,14.852924194158435,1,1,1.8866569051248305,6.63974653809301,0.4,1,3.1282513062611677,7.209254092692857,0.7,1,4.8077869550699575,12.050002666685165,1.0,1,1.7916184224554164,2.436309670860026,0.4,1,3.0058831593282225,6.364169583550596,0.7
2021-09-07,52719.43,46866.82,6811.92218815,27.35147858808888,18.549351450870695,29.253641694030712,1117.1947808347104,-161.33804076685965,1278.53282160157,48.014681453110015,46091.94,52538.407274146506,52719.43,0,1,6.499837044336972,22.388273122574486,2021-09-07,,1,4.917689230215571,8.180539129536239,1.0,1,5.0239009762068445,14.852924194158435,1,1,1.8866569051248305,6.63974653809301,0.4,1,3.1282513062611677,7.209254092692857,0.7,1,4.8077869550699575,12.050002666685165,1.0,1,1.7916184224554164,2.436309670860026,0.4,1,3.0058831593282225,6.364169583550596,0.7
2021-09-08,46894.3,46091.94,3309.09834404,26.99726657938718,17.115151628345156,26.991806942722725,868.6137217482683,-327.93527988264145,1196.5490016309097,46.046272210784835,46392.81,47312.215191585274,46894.3,1,0.982890031411067,6.388625036675183,23.71620733158008,2021-09-08,,0.9931560125644268,4.884032626911922,8.808950366074805,0.4,0.982890031411067,4.937942188310036,16.30978798663588,1,0.9931560125644268,1.8737446489709186,7.278702939768237,0.4,0.9931560125644268,3.1068415936258007,7.844312791819935,0.4,0.9931560125644268,4.774882521556545,12.65193134339308,0.4,0.9931560125644268,1.7793566084827899,3.1040343416408223,0.4,0.9931560125644268,2.985310932752979,7.00501203044024,0.4
2021-09-09,46070.43,46392.81,2595.98696952,26.64980294979828,16.34613336107978,25.638497583970384,677.1929442713517,-415.48484588764654,1092.6777901589983,46.955578466576355,44857.38,46212.42654474453,46070.43,1,1.0069975470166004,6.433329740740748,23.182407905778213,2021-09-09,,1.0027990188066402,4.897703126086893,8.553704903152186,0.4,1.0069975470166004,4.97249567093799,15.724161793243105,1,1.0027990188066402,1.8789892954822298,7.0191742855205685,0.4,1.0027990188066402,3.1155377016756116,7.586367290185379,0.4,1.0027990188066402,4.78824750753388,12.407442456499531,0.4,1.0027990188066402,1.7843370610936529,2.832820711475504,0.4,1.0027990188066402,2.9936668741974235,6.744717310190153,0.4
2021-09-10,46368.11,44857.38,2392.57110617,26.823598448434122,15.08147771324688,27.451243464166023,435.4537862908692,-525.7792030945034,961.2329893853725,42.975048337794334,45176.66,46382.55273477806,46368.11,1,0.9674187712201338,6.223723952641357,25.685219448118495,2021-09-10,,0.9869675084880535,4.833873851668131,9.745477967800817,0.4,0.9674187712201338,4.810485651876265,18.469972158472444,1,0.9869675084880535,1.8545013834378192,8.230946107418303,0.4,0.9869675084880535,3.074934483023375,8.79074717406418,0.4,0.9869675084880535,4.725844712534846,13.548991719194886,0.4,0.9869675084880535,1.7610827034904983,4.09915115079298,0.4,0.9869675084880535,2.95465193606985,7.960065990289269,0.4
2021-09-11,44858.2,45176.66,906.80620376,26.98497998288169,14.5691980377124,26.5187941138952,255.09052394066384,-564.913972355767,820.0044962964308,44.03742323380801,46035.0,45029.83647944204,44858.2,1,1.0070992594442043,6.267907783690267,25.15763954044158,2021-09-11,,1.0014198518888409,4.840737236586841,9.61732991421697,0.2,1,4.810485651876265,18.469972158472444,1,1.0028397037776817,1.8597676180220837,7.970349178405257,0.4,1.0021297778332614,3.0814834103240494,8.59649172920716,0.3,1,4.725844712534846,13.548991719194886,0.2,1,1.7610827034904983,4.09915115079298,0.4,1,2.95465193606985,7.960065990289269,0.3
2021-09-12,45162.96,46035.0,1015.76215832,26.812733177186555,15.2643870915921,25.210491342053974,154.33805050472438,-532.5331566333651,686.8712071380895,46.90139233175021,44974.34,45167.01512706732,45162.96,1,1.0193087432710346,6.388933205932061,23.712527616529734,2021-09-12,,1.003861748654207,4.859430947095599,9.268294759649573,0.2,1,4.810485651876265,18.469972158472444,1,1.007723497308414,1.8741315282141526,7.259558417990395,0.4,1.0057926229813103,3.099333281943219,8.067025666625375,0.3,1,4.725844712534846,13.548991719194886,0.2,1,1.7610827034904983,4.09915115079298,0.4,1,2.95465193606985,7.960065990289269,0.3
