,Open,High,Low,Close,Volume,Datetime,prediction_close,batch_open,trade,return_of_rate,cumulative_return_of_rate,mdd,rate,up,down,au,ad,rsi,rsi_shift_1,noise,noise_ma,ma5,ma10,ma20,ma50,ma100,partition,ma+return_of_rate,ma+cumulative_return_of_rate,ma+mdd,ma+rate,rsi+return_of_rate,rsi+cumulative_return_of_rate,rsi+mdd,rsi+rate,noise+return_of_rate,noise+cumulative_return_of_rate,noise+mdd,noise+rate,ma_noise+return_of_rate,ma_noise+cumulative_return_of_rate,ma_noise+mdd,ma_noise+rate,ma_rsi+return_of_rate,ma_rsi+cumulative_return_of_rate,ma_rsi+mdd,ma_rsi+rate,rsi_noise+return_of_rate,rsi_noise+cumulative_return_of_rate,rsi_noise+mdd,rsi_noise+rate,ma_rsi_noise+return_of_rate,ma_rsi_noise+cumulative_return_of_rate,ma_rsi_noise+mdd,ma_rsi_noise+rate
2019-03-05,3698.65,3877.1,3690.0,3844.07,7280.82397551,2019-03-05 00:00:00,3708.3929475750797,3698.65,1,1.0157268192448596,2.093932918178865,36.776089322006456,0.4,145.4100000000003,0,37.08214285714286,40.25285714285714,47.950013392568515,41.04860137665543,0.3349908923470968,0.6277079076040857,3778.968,3815.1020000000003,3779.8479999999995,3628.4602,3683.1792,profit1,1.0157268192448596,2.0799516115485748,41.955752285962255,0.4,1.039317048112149,1.5770720419060305,53.732853761711894,1,1.0078634096224297,1.2278482776437436,20.99477324401018,0.2,1.0117951144336448,1.620295350566847,32.02206937357512,0.3,1.0157268192448596,2.093932918178865,36.776089322006456,0.4,1.0078634096224297,1.2296882809471457,22.55567103628105,0.2,1.0117951144336448,1.6240758453295723,29.813643990880863,0.3
2019-03-06,3844.07,3895.12,3808.8,3851.55,6402.67507493,2019-03-06 00:00:00,3817.236914528372,3844.07,0,1,2.093932918178865,36.776089322006456,1.0,7.480000000000018,0,34.18285714285714,40.25285714285714,45.922656175031186,47.950013392568515,0.2227701835369974,0.6220489156227923,3789.578,3788.153,3793.3010000000004,3632.0559999999996,3682.2777,profit1,1,2.0799516115485748,41.955752285962255,1.0,1,1.5770720419060305,53.732853761711894,1,1,1.2278482776437436,20.99477324401018,0.2,1,1.620295350566847,32.02206937357512,0.6,1,2.093932918178865,36.776089322006456,1.0,1,1.2296882809471457,22.55567103628105,0.2,1,1.6240758453295723,29.813643990880863,0.6
2019-03-07,3851.26,3891.04,3826.13,3856.64,7964.50825371,2019-03-07 00:00:00,3861.9028507878415,3851.26,1,1.0013969454152667,2.096858028168791,36.68776896984961,1.0,5.089999999999691,0,34.54642857142854,37.672142857142845,47.83593456372519,45.922656175031186,0.9133460814729043,0.6213124189402025,3798.8300000000004,3799.9009999999994,3807.8415,3637.5427999999997,3683.5169,profit1,1.0013969454152667,2.0828571904163042,41.87466764023552,1.0,1.0013969454152667,1.5792751254645163,53.66822108389684,1,1.0002793890830532,1.228191325048163,20.972700046150404,0.2,1.00083816724916,1.6216534290636582,31.965092498458386,0.6,1.0013969454152667,2.096858028168791,36.68776896984961,1.0,1.0002793890830532,1.230031842428401,22.534033936224198,0.2,1.00083816724916,1.6254370925132793,29.754816085936138,0.6
2019-03-08,3856.78,3924.37,3760.1,3844.64,7707.39667049,2019-03-08 00:00:00,3874.6727503495063,3856.78,1,0.9968522964752979,2.0902577407627243,36.887057102619956,1.0,0,12.0,31.730714285714253,38.529285714285706,45.16184783050707,47.83593456372519,0.9171165036250241,0.6369939177205869,3808.0919999999996,3803.786,3822.3659999999995,3642.4883999999997,3684.3745999999996,profit1,0.9968522964752979,2.0763009734965796,42.05762895377884,1.0,0.9968522964752979,1.5743040355856173,53.81405978769678,1,0.9993704592950596,1.2274181286155905,21.02245094827289,0.2,0.9981113778851788,1.618590738534953,32.09358472934561,0.6,0.9968522964752979,2.0902577407627243,36.887057102619956,1.0,0.9993704592950596,1.2292574873152193,22.58280191510888,0.2,0.9981113778851788,1.622367256074108,29.887482693735922,0.6
2019-03-09,3841.27,3950.25,3835.66,3916.43,5125.89830383,2019-03-09 00:00:00,3818.2916431331546,3841.27,0,1,2.0902577407627243,36.887057102619956,1.0,71.78999999999996,0,24.45071428571428,38.529285714285706,38.822982352674316,45.16184783050707,0.9260974554215169,0.6536892683046801,3818.406,3808.471,3835.4080000000004,3646.5536000000006,3680.5896000000002,profit1,1,2.0763009734965796,42.05762895377884,1.0,1,1.5743040355856173,53.81405978769678,1,1,1.2274181286155905,21.02245094827289,0.2,1,1.618590738534953,32.09358472934561,0.6,1,2.0902577407627243,36.887057102619956,1.0,1,1.2292574873152193,22.58280191510888,0.2,1,1.622367256074108,29.887482693735922,0.6
2019-03-10,3916.42,3916.43,3862.0,3897.92,3000.60671855,2019-03-10 00:00:00,3911.42351502418,3916.42,0,1,2.0902577407627243,36.887057102619956,1.0,0,18.509999999999764,24.45071428571428,12.50499999999998,66.16220186323403,38.822982352674316,0.34409860456801744,0.6365019198366305,3861.96,3820.464,3849.9489999999996,3652.6962,3677.2538,profit1,1,2.0763009734965796,42.05762895377884,1.0,1,1.5743040355856173,53.81405978769678,1,1,1.2274181286155905,21.02245094827289,0.2,1,1.618590738534953,32.09358472934561,0.6,1,2.0902577407627243,36.887057102619956,1.0,1,1.2292574873152193,22.58280191510888,0.2,1,1.622367256074108,29.887482693735922,0.6
2019-03-11,3898.14,3912.89,3812.64,3849.25,6612.11516125,2019-03-11 00:00:00,3918.2681955747203,3898.14,1,0.9874581210526046,2.064041981209222,37.67861199245278,1.0,0,48.67000000000007,18.019999999999982,15.981428571428555,52.997773202806606,66.16220186323403,0.6601163533538671,0.6488058489242252,3872.774,3831.1759999999995,3851.3075,3657.059,3676.5296000000003,profit1,0.9874581210526046,2.050260258028626,42.78433515736562,1.0,0.9874581210526046,1.5545593049449062,54.39331825891114,1,0.997491624210521,1.2243393026982035,21.22055632022664,0.2,0.9924748726315628,1.6064106370701046,32.604589153391274,0.6,0.9874581210526046,2.064041981209222,37.67861199245278,1.0,0.997491624210521,1.226174047595002,22.776993340474323,0.2,0.9924748726315628,1.6101587358337683,30.41508831658732,0.6
2019-03-12,3848.86,3877.69,3791.07,3859.74,5794.61473428,2019-03-12 00:00:00,3841.9147089983812,3848.86,0,1,2.064041981209222,37.67861199245278,0.6,10.489999999999782,0,18.76928571428568,14.149285714285693,57.01731545371697,52.997773202806606,0.5123211054701962,0.6348729805784997,3872.2940000000003,3835.5619999999994,3849.2545,3663.2877999999996,3673.6142,profit1,1,2.050260258028626,42.78433515736562,0.6,1,1.5545593049449062,54.39331825891114,1,1,1.2243393026982035,21.22055632022664,0.2,1,1.6064106370701046,32.604589153391274,0.4,1,2.064041981209222,37.67861199245278,0.6,1,1.226174047595002,22.776993340474323,0.2,1,1.6101587358337683,30.41508831658732,0.4
2019-03-13,3861.37,3874.68,3820.0,3848.48,4275.54000025,2019-03-13 00:00:00,3846.261387186817,3861.37,0,1,2.064041981209222,37.67861199245278,0.8,0,11.259999999999764,18.525714285714262,14.95357142857139,55.334855240980595,57.01731545371697,0.8743944667043684,0.6413618694719485,3873.2119999999995,3840.6519999999996,3845.483,3669.885,3671.2315999999996,profit1,1,2.050260258028626,42.78433515736562,0.8,1,1.5545593049449062,54.39331825891114,1,1,1.2243393026982035,21.22055632022664,0.2,1,1.6064106370701046,32.604589153391274,0.5,1,2.064041981209222,37.67861199245278,0.8,1,1.226174047595002,22.776993340474323,0.2,1,1.6101587358337683,30.41508831658732,0.5
2019-03-14,3848.1,3903.98,3775.01,3854.77,5167.56617609,2019-03-14 00:00:00,3859.3687185091217,3848.1,1,1.0013866583508746,2.0669041022590213,37.592193519334025,0.8,6.289999999999964,0,18.974999999999973,14.44571428571427,56.77616533800679,55.334855240980595,0.7642664838916264,0.6617646191922987,3874.578,3846.4919999999997,3842.8559999999998,3675.3582,3671.4045,profit1,1.0013866583508746,2.053103268536888,42.704996577910734,0.8,1.0017333229385932,1.5572538582475708,54.31426715129618,1,1.0003466645877186,1.224763737777801,21.193246276862695,0.2,1.0008666614692965,1.6078028512731213,32.54618014760311,0.5,1.0013866583508746,2.0669041022590213,37.592193519334025,0.8,1.0003466645877186,1.2265991187156828,22.750222858708305,0.2,1.0008666614692965,1.6115541983695667,30.354781754786902,0.5
2019-03-15,3857.33,3912.06,3843.09,3901.21,6411.98332751,2019-03-15 00:00:00,3850.168195649718,3857.33,0,1,2.0669041022590213,37.592193519334025,0.6,46.440000000000055,0,21.171428571428546,14.44571428571427,59.44168137333546,56.77616533800679,0.9482827028791911,0.6614596367554711,3862.7599999999998,3862.3599999999997,3838.7309999999998,3681.4407999999994,3670.9425999999994,profit1,1,2.053103268536888,42.704996577910734,0.6,1,1.5572538582475708,54.31426715129618,1,1,1.224763737777801,21.193246276862695,0.2,1,1.6078028512731213,32.54618014760311,0.4,1,2.0669041022590213,37.592193519334025,0.6,1,1.2265991187156828,22.750222858708305,0.2,1,1.6115541983695667,30.354781754786902,0.4
2019-03-16,3899.19,4040.0,3899.12,3990.0,6959.47788339,2019-03-16 00:00:00,3883.198709486993,3899.19,0,1,2.0669041022590213,37.592193519334025,1.0,88.78999999999996,0,27.269999999999982,14.44571428571427,65.37104893668025,59.44168137333546,0.36378496289893647,0.6442947899050723,3862.97,3867.8720000000003,3828.0125,3688.0112,3672.9941999999996,profit1,1,2.053103268536888,42.704996577910734,1.0,1,1.5572538582475708,54.31426715129618,1,1,1.224763737777801,21.193246276862695,0.2,1,1.6078028512731213,32.54618014760311,0.6,1,2.0669041022590213,37.592193519334025,1.0,1,1.2265991187156828,22.750222858708305,0.2,1,1.6115541983695667,30.354781754786902,0.6
2019-03-17,3990.0,3992.42,3927.28,3965.5,2711.95016796,2019-03-17 00:00:00,3991.3169441697933,3990.0,1,0.993859649122807,2.054212585841641,37.97539934860127,1.0,0,24.5,27.269999999999982,14.69999999999998,64.97498213009294,65.37104893668025,0.35541070708457334,0.6309283040886942,3891.1979999999994,3881.7460000000005,3840.8235,3696.5924,3678.5219999999995,profit1,0.993859649122807,2.04049649408096,43.056808002432334,1.0,0.993859649122807,1.5476917731530682,54.59479358106892,1,0.9987719298245614,1.2232596419594772,21.29002650073322,0.2,0.9963157894736842,1.6018793670842202,32.79469422074352,0.6,0.993859649122807,2.054212585841641,37.97539934860127,1.0,0.9987719298245614,1.225092768920769,22.8450910060748,0.2,0.9963157894736842,1.6056168934282051,30.611369400953475,0.6
2019-03-18,3965.63,4016.63,3929.83,3969.59,5420.23037801,2019-03-18 00:00:00,3982.564385155837,3965.63,1,1.0009985803012384,2.056263882064419,37.9134628041986,1.0,4.0900000000001455,0,27.56214285714285,8.20999999999997,77.04918032786891,64.97498213009294,0.6238893177645228,0.6209645230529549,3912.05,3892.631,3848.2085000000006,3704.7988,3684.4156,profit1,1.0009985803012384,2.042534093684695,42.99994565261393,1.0,1.0009985803012384,1.5492372676701276,54.54945283636532,1,1.0001997160602476,1.2235039465558293,21.27430685492375,0.2,1.000599148180743,1.6028391301927785,32.75442828404961,0.6,1.0009985803012384,2.056263882064419,37.9134628041986,1.0,1.0001997160602476,1.2253374396220156,22.829681931621774,0.2,1.000599148180743,1.606578895868873,30.569795329165807,0.6
2019-03-19,3969.94,4012.63,3947.15,3998.13,5317.45055524,2019-03-19 00:00:00,3956.3829889540334,3969.94,0,1,2.056263882064419,37.9134628041986,1.0,28.539999999999964,0,19.214285714285683,8.20999999999997,70.06303068187742,77.04918032786891,0.9543780912976116,0.6291021653739863,3936.418,3905.4980000000005,3856.9844999999996,3713.553,3690.1269999999995,profit1,1,2.042534093684695,42.99994565261393,1.0,1,1.5492372676701276,54.54945283636532,1,1,1.2235039465558293,21.27430685492375,0.2,1,1.6028391301927785,32.75442828404961,0.6,1,2.056263882064419,37.9134628041986,1.0,1,1.2253374396220156,22.829681931621774,0.2,1,1.606578895868873,30.569795329165807,0.6
2019-03-20,3999.5,4050.0,3962.6,4031.59,6244.95370182,2019-03-20 00:00:00,3991.5948547053927,3999.5,0,1,2.056263882064419,37.9134628041986,1.0,33.460000000000036,0,21.06999999999997,8.20999999999997,71.96038251366124,70.06303068187742,0.5694895043972668,0.62851975281942,3964.852,3913.8060000000005,3867.1349999999998,3724.9144,3694.8351999999995,profit1,1,2.042534093684695,42.99994565261393,1.0,1,1.5492372676701276,54.54945283636532,1,1,1.2235039465558293,21.27430685492375,0.2,1,1.6028391301927785,32.75442828404961,0.6,1,2.056263882064419,37.9134628041986,1.0,1,1.2253374396220156,22.829681931621774,0.2,1,1.606578895868873,30.569795329165807,0.6
2019-03-21,4033.7,4055.35,3919.63,3974.21,7561.75989694,2019-03-21 00:00:00,4037.1833768011975,4033.7,1,0.9852517539727794,2.025937596434845,38.829130329740465,1.0,0,57.38000000000011,20.706428571428564,12.308571428571408,62.71824495359255,71.96038251366124,0.6328392299783963,0.6432659417432888,3991.754,3927.362,3879.2690000000002,3737.7634000000003,3701.1081,profit1,0.9852517539727794,2.012410298352047,43.84059647769412,1.0,0.9852517539727794,1.5263887352919896,55.21976868800639,1,0.9970503507945558,1.2198950391120131,21.506520033157166,0.2,0.9911510523836676,1.5886556906922948,33.34948082559438,0.6,0.9852517539727794,2.025937596434845,38.829130329740465,1.0,0.9970503507945558,1.2217231240168336,23.057307298996033,0.2,0.9911510523836676,1.592362363377824,31.184179573289256,0.6
2019-03-22,3974.5,4000.81,3958.94,3982.07,3453.36892821,2019-03-22 00:00:00,3989.758450610019,3974.5,1,1.001523713674676,2.0290245452545728,38.73592343913207,0.8,7.860000000000127,0,21.267857142857142,11.45142857142855,65.00098238260532,62.71824495359255,0.5616723972677904,0.6323005853201398,3988.654,3939.9260000000004,3887.744,3748.4934000000003,3707.403,profit1,1.001523713674676,2.0154766354427047,43.75502562658554,0.8,1.001904642093345,1.5292959595280344,55.13447837449984,1,1.000380928418669,1.2203597318002044,21.476619635957555,0.2,1.0009523210466726,1.5901686009424574,33.28600813341293,0.5,1.001523713674676,2.0290245452545728,38.73592343913207,0.8,1.000380928418669,1.2221885130745167,23.0279976407373,0.2,1.0009523210466726,1.5938788035703981,31.11864481915286,0.5
2019-03-23,3980.4,4001.17,3957.11,3982.52,2259.5645261,2019-03-23 00:00:00,3971.095469082908,3980.4,0,1,2.0290245452545728,38.73592343913207,0.8,0.4499999999998181,0,16.17214285714285,11.45142857142855,58.544721123264324,65.00098238260532,0.8192040203734468,0.6409270834406776,3991.608,3951.829,3896.2405,3759.8276,3712.905,profit1,1,2.0154766354427047,43.75502562658554,0.8,1,1.5292959595280344,55.13447837449984,1,1,1.2203597318002044,21.476619635957555,0.2,1,1.5901686009424574,33.28600813341293,0.5,1,2.0290245452545728,38.73592343913207,0.8,1,1.2221885130745167,23.0279976407373,0.2,1,1.5938788035703981,31.11864481915286,0.5
2019-03-24,3979.19,3980.97,3942.04,3969.99,2204.06560941,2019-03-24 00:00:00,3988.0782740876566,3979.19,1,0.9981503773381014,2.0252716154741215,38.849238863499345,0.8,0,12.5300000000002,16.17214285714285,11.024285714285725,59.46421536441231,58.544721123264324,0.9518842317734213,0.6491286990509375,3993.458,3964.9380000000006,3905.715,3770.7147999999997,3720.0614,profit1,0.9981503773381014,2.0117487641832628,43.859057605804516,0.8,0.9976879716726268,1.5257601839486683,55.23820873142037,1,0.9995375943345254,1.2197954305463028,21.512929291910115,0.2,0.9988439858363134,1.588330343517118,33.363130452926775,0.5,0.9981503773381014,2.0252716154741215,38.849238863499345,0.8,0.9995375943345254,1.221623366181793,23.063589930711153,0.2,0.9988439858363134,1.592036257098271,31.198272641355846,0.5
2019-03-25,3970.23,3980.22,3850.45,3910.51,6913.36709721,2019-03-25 00:00:00,3961.1771583782393,3970.23,0,1,2.0252716154741215,38.849238863499345,0.6,0,59.47999999999956,16.17214285714285,11.796428571428546,57.82255593012569,59.46421536441231,0.7636808137158694,0.6588027038876463,3987.6040000000003,3976.228,3919.2940000000003,3780.7094,3727.8233,profit1,1,2.0117487641832628,43.859057605804516,0.6,1,1.5257601839486683,55.23820873142037,1,1,1.2197954305463028,21.512929291910115,0.2,1,1.588330343517118,33.363130452926775,0.4,1,2.0252716154741215,38.849238863499345,0.6,1,1.221623366181793,23.063589930711153,0.2,1,1.592036257098271,31.198272641355846,0.4
2019-03-26,3910.0,3936.36,3879.5,3922.58,4315.60487708,2019-03-26 00:00:00,3910.344270474253,3910.0,1,1.001286956521739,2.027878051987949,38.77054049264542,0.4,12.069999999999709,0,16.284999999999986,11.796428571428546,57.99206389581323,57.82255593012569,0.5398025982021315,0.6664170818672989,3962.864,3977.3089999999997,3922.5905,3790.6344,3735.1149,profit1,1.001286956521739,2.014337797375429,43.78680665385372,0.4,1.0032173913043478,1.530669151497025,55.09419253342581,1,1.0006434782608695,1.2205803423885673,21.462424568150134,0.2,1.0009652173913044,1.5898634275878174,33.29881138753786,0.3,1.001286956521739,2.027878051987949,38.77054049264542,0.4,1.0006434782608695,1.2224094542609012,23.014083023362225,0.2,1.0009652173913044,1.5935729181812093,31.131864017557497,0.3
2019-03-27,3922.58,4037.11,3912.19,4025.5,8151.67504888,2019-03-27 00:00:00,3896.5475369189016,3922.58,0,1,2.027878051987949,38.77054049264542,0.4,102.92000000000007,0,23.63642857142856,10.992142857142849,68.25701320132015,57.99206389581323,0.7787563680875567,0.6858782742504107,3952.4800000000005,3970.567,3926.1565,3800.8898,3742.4266000000002,profit1,1,2.014337797375429,43.78680665385372,0.4,1,1.530669151497025,55.09419253342581,1,1,1.2205803423885673,21.462424568150134,0.2,1,1.5898634275878174,33.29881138753786,0.3,1,2.027878051987949,38.77054049264542,0.4,1,1.2224094542609012,23.014083023362225,0.2,1,1.5935729181812093,31.131864017557497,0.3
2019-03-28,4025.5,4025.56,3992.6,4012.23,3927.54682157,2019-03-28 00:00:00,3987.394575576917,4025.5,0,1,2.027878051987949,38.77054049264542,1.0,0,13.269999999999982,23.18714285714285,11.939999999999989,66.00919110171216,68.25701320132015,0.17611537473011618,0.6808414111991798,3961.5,3976.554,3934.5925,3812.7635999999998,3747.6879000000004,profit1,1,2.014337797375429,43.78680665385372,1.0,1,1.530669151497025,55.09419253342581,1,1,1.2205803423885673,21.462424568150134,0.2,1,1.5898634275878174,33.29881138753786,0.6,1,2.027878051987949,38.77054049264542,1.0,1,1.2224094542609012,23.014083023362225,0.2,1,1.5935729181812093,31.131864017557497,0.6
2019-03-29,4011.0,4102.57,4005.0,4090.0,8391.03462414,2019-03-29 00:00:00,4018.1363560116224,4011.0,1,1.0196958364497632,2.067818806439968,37.56457507228116,1.0,77.76999999999998,0,25.424999999999986,11.939999999999989,68.04496186270576,66.00919110171216,0.5973956938949982,0.6783257041797852,3967.862,3980.66,3943.079,3825.7036,3751.1263,profit1,1.0196958364497632,2.0540118651871118,42.67964079138911,1.0,1.0196958364497632,1.5608169607636082,54.20973509391961,1,1.0039391672899527,1.2253884125480636,21.153051919976797,0.2,1.0118175018698579,1.6086516416161551,32.51056996638834,0.6,1.0196958364497632,2.067818806439968,37.56457507228116,1.0,1.0039391672899527,1.2272247295980547,22.71082261742084,0.2,1.0118175018698579,1.6124049691215705,30.318014691811364,0.6
2019-03-30,4090.0,4130.36,4040.0,4094.92,3923.1364664,2019-03-30 00:00:00,4052.1270869143414,4090.0,0,1,2.067818806439968,37.56457507228116,1.0,4.920000000000073,0,19.43428571428571,11.939999999999989,61.943356707039456,68.04496186270576,0.19032829941050244,0.6521565168398565,3991.8160000000003,3989.71,3951.7580000000003,3840.3358000000003,3755.186,profit1,1,2.0540118651871118,42.67964079138911,1.0,1,1.5608169607636082,54.20973509391961,1,1,1.2253884125480636,21.153051919976797,0.2,1,1.6086516416161551,32.51056996638834,0.6,1,2.067818806439968,37.56457507228116,1.0,1,1.2272247295980547,22.71082261742084,0.2,1,1.6124049691215705,30.318014691811364,0.6
2019-03-31,4094.92,4101.7,4074.29,4096.08,2402.58820541,2019-03-31 00:00:00,4088.849871045116,4094.92,0,1,2.067818806439968,37.56457507228116,1.0,1.1599999999998545,0,19.51714285714284,10.189999999999989,65.69848521279155,61.943356707039456,0.9455513777029779,0.6515405498105503,4028.8,3995.832,3961.597,3849.7118000000005,3755.3994000000002,profit1,1,2.0540118651871118,42.67964079138911,1.0,1,1.5608169607636082,54.20973509391961,1,1,1.2253884125480636,21.153051919976797,0.2,1,1.6086516416161551,32.51056996638834,0.6,1,2.067818806439968,37.56457507228116,1.0,1,1.2272247295980547,22.71082261742084,0.2,1,1.6124049691215705,30.318014691811364,0.6
2019-04-01,4092.02,4150.0,4052.56,4136.32,7232.98731201,2019-04-01 00:00:00,4084.590753877478,4092.02,0,1,2.067818806439968,37.56457507228116,1.0,40.23999999999978,0,22.099285714285674,10.189999999999989,68.44154407698262,65.69848521279155,0.9576803122315394,0.6597056937514385,4062.6879999999996,4007.5840000000003,3973.755,3859.0974,3757.8937,profit1,1,2.0540118651871118,42.67964079138911,1.0,1,1.5608169607636082,54.20973509391961,1,1,1.2253884125480636,21.153051919976797,0.2,1,1.6086516416161551,32.51056996638834,0.6,1,2.067818806439968,37.56457507228116,1.0,1,1.2272247295980547,22.71082261742084,0.2,1,1.6124049691215705,30.318014691811364,0.6
2019-04-02,4133.93,5080.0,4130.64,4899.63,30686.17351442,2019-04-02 00:00:00,4112.469270023789,4133.93,0,1,2.067818806439968,37.56457507228116,1.0,763.3100000000004,0,74.58285714285714,10.189999999999989,87.97964307982677,68.44154407698262,0.5453631842598422,0.6476489854311527,4084.374,4022.9369999999994,3987.3830000000003,3868.7495999999996,3759.4565000000002,profit1,1,2.0540118651871118,42.67964079138911,1.0,1,1.5608169607636082,54.20973509391961,1,1,1.2253884125480636,21.153051919976797,0.2,1,1.6086516416161551,32.51056996638834,0.6,1,2.067818806439968,37.56457507228116,1.0,1,1.2272247295980547,22.71082261742084,0.2,1,1.6124049691215705,30.318014691811364,0.6
2019-04-03,4899.01,5345.0,4800.5,4978.23,29321.27268405,2019-04-03 00:00:00,4754.611704493405,4899.01,0,1,2.067818806439968,37.56457507228116,1.0,78.59999999999945,0,77.80714285714281,10.189999999999989,88.4200785739797,87.97964307982677,0.19345707605524287,0.631282813146585,4261.976,4114.919,4039.9285000000004,3894.95,3768.9684,profit1,1,2.0540118651871118,42.67964079138911,1.0,1,1.5608169607636082,54.20973509391961,1,1,1.2253884125480636,21.153051919976797,0.2,1,1.6086516416161551,32.51056996638834,0.6,1,2.067818806439968,37.56457507228116,1.0,1,1.2272247295980547,22.71082261742084,0.2,1,1.6124049691215705,30.318014691811364,0.6
2019-04-04,4972.83,5077.35,4778.59,4907.94,15898.11514808,2019-04-04 00:00:00,5033.800440487581,4972.83,1,0.986951092235206,2.0408360295604266,38.37928917341868,1.0,0,70.28999999999996,77.80714285714281,11.112142857142837,87.5031127748279,88.4200785739797,0.854508866418754,0.6486000789489735,4438.5419999999995,4215.179,4095.7035000000005,3922.6926000000003,3778.3513000000003,profit1,0.986951092235206,2.0272092538104927,43.42760887174713,1.0,0.986951092235206,1.5404500042048779,54.80724803720452,1,0.9973902184470412,1.2221904164737862,21.35882523058314,0.2,0.9921706553411236,1.596056953477875,33.03896797495261,0.6,0.986951092235206,2.0408360295604266,38.37928917341868,1.0,0.9973902184470412,1.224021941137415,22.91253048679725,0.2,0.9921706553411236,1.5997808948886327,30.863578971303934,0.6
2019-04-05,4911.14,5067.62,4883.83,5039.73,13023.7465161,2019-04-05 00:00:00,4886.2565114612,4911.14,0,1,2.0408360295604266,38.37928917341868,1.0,131.78999999999996,0,86.65928571428564,11.112142857142837,88.63457042665108,87.5031127748279,0.7828026184185044,0.667267826778357,4601.786,4315.293,4146.301,3949.4152000000004,3789.6627000000003,profit1,1,2.0272092538104927,43.42760887174713,1.0,1,1.5404500042048779,54.80724803720452,1,1,1.2221904164737862,21.35882523058314,0.2,1,1.596056953477875,33.03896797495261,0.6,1,2.0408360295604266,38.37928917341868,1.0,1,1.224021941137415,22.91253048679725,0.2,1,1.5997808948886327,30.863578971303934,0.6
2019-04-06,5041.0,5240.0,4900.0,5041.39,10049.84478829,2019-04-06 00:00:00,5040.741510456868,5041.0,0,1,2.0408360295604266,38.37928917341868,1.0,1.660000000000764,0,86.74571428571429,11.112142857142837,88.64460843351509,88.63457042665108,0.30034471167481513,0.6468344477850875,4791.582,4427.135,4198.851000000001,3979.0262,3801.9726,profit1,1,2.0272092538104927,43.42760887174713,1.0,1,1.5404500042048779,54.80724803720452,1,1,1.2221904164737862,21.35882523058314,0.2,1,1.596056953477875,33.03896797495261,0.6,1,2.0408360295604266,38.37928917341868,1.0,1,1.224021941137415,22.91253048679725,0.2,1,1.5997808948886327,30.863578971303934,0.6
2019-04-07,5041.92,5253.49,5028.3,5190.85,10872.51935616,2019-04-07 00:00:00,5065.409947431516,5041.92,1,1.0295383504696625,2.101118959452697,36.5591150208334,1.0,149.46000000000004,0,97.42142857142858,10.217142857142822,90.50791670537649,88.64460843351509,0.998852942944287,0.6495589957623963,4973.18,4528.777,4252.665500000001,4008.5388000000003,3816.4892,profit1,1.0295383504696625,2.08708967122489,41.75655375569397,1.0,1.0295383504696625,1.5859523563100746,53.47232869103895,1,1.0059076700939324,1.2294107142462793,20.894239114246137,0.2,1.0177230102817976,1.6243438872746978,31.85221691589292,0.6,1.0295383504696625,2.101118959452697,36.5591150208334,1.0,1.0059076700939324,1.2312530589533897,22.457123148537168,0.2,1.0177230102817976,1.6281338281373672,29.638273470565675,0.6
2019-04-08,5192.92,5347.37,5127.68,5287.88,13344.98151487,2019-04-08 00:00:00,5190.6077411152755,5192.92,0,1,2.101118959452697,36.5591150208334,1.0,97.02999999999975,0,104.35214285714285,5.968571428571424,94.5897998692125,90.50791670537649,0.3386489073233028,0.6299773774924556,5031.9619999999995,4646.969,4313.8145,4040.7886,3829.5717999999997,profit1,1,2.08708967122489,41.75655375569397,1.0,1,1.5859523563100746,53.47232869103895,1,1,1.2294107142462793,20.894239114246137,0.2,1,1.6243438872746978,31.85221691589292,0.6,1,2.101118959452697,36.5591150208334,1.0,1,1.2312530589533897,22.457123148537168,0.2,1,1.6281338281373672,29.638273470565675,0.6
2019-04-09,5287.97,5288.95,5136.01,5192.6,9410.35350033,2019-04-09 00:00:00,5323.070621825366,5287.97,1,0.9819647237030468,2.063224698486201,37.70328890995589,1.0,0,95.27999999999975,103.49000000000001,12.774285714285693,89.01271733120355,94.5897998692125,0.5677556153537511,0.6374326111853136,5094.99,4766.7660000000005,4378.238,4074.0360000000005,3845.1619,profit1,0.9819647237030468,2.049448432347832,42.806990401196764,1.0,0.9819647237030468,1.5573492673702183,54.31146809854989,1,0.9963929447406094,1.224976161863506,21.1795779650972,0.2,0.9891788342218281,1.606766592789738,32.589655374060946,0.6,0.9819647237030468,2.063224698486201,37.70328890995589,1.0,0.9963929447406094,1.226811861131451,22.736824590312523,0.2,0.9891788342218281,1.610515522074043,30.39966937777908,0.6
2019-04-10,5184.03,5466.06,5161.0,5323.47,10723.93474696,2019-04-10 00:00:00,5189.953462840975,5184.03,1,1.0268979924884696,2.1187213009281076,36.027632442999526,1.0,130.8699999999999,0,105.48642857142856,12.774285714285693,89.19820010267871,89.01271733120355,0.3764242827650005,0.6279762088323513,5149.568,4875.677000000001,4435.7545,4100.2972,3858.6919,profit1,1.0268979924884696,2.10457448088663,41.26861325861518,1.0,1.0268979924884696,1.599238836265866,53.08253831065548,1,1.0053795984976939,1.2315660417835776,20.755555741130642,0.2,1.0161387954930818,1.6326978702358876,31.50173360802474,0.6,1.0268979924884696,2.1187213009281076,36.027632442999526,1.0,1.0053795984976939,1.2334116163765467,22.321179727951506,0.2,1.0161387954930818,1.63650730272323,29.276403875616175,0.6
